Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,-9999
26,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,4,0.38,3,1,0,0,0,0,1,0.09,1,0,0,0,0,0,288e1e13
27,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,31,1988,16.1,57,3.53,31,0,9,12,5,0,7,0.43,3,0,1,2,1,0,4d034881
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,36,3.02,31,2,0,0,2,1,4,0.34,4,0,0,0,0,0,3dd738a1
29,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,it Serie A,28,1990,2.6,4,1.57,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fe0b8f0e
30,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,7.0,13,1.86,7,0,0,0,2,4,1,0.14,0,0,0,0,0,1,48b28bfd
31,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,12,0.43,7,2,1,2,0,0,2,0.07,2,0,0,0,0,0,18abe173
32,Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,55,2.38,31,12,4,1,7,0,6,0.26,3,1,0,0,2,0,246d153b
33,Youssef Aït Bennasser,ma MAR,MF,Bordeaux,fr Ligue 1,23,1996,6.0,9,1.51,9,0,0,0,0,0,1,0.17,1,0,0,0,0,0,c46fa34c
34,Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,18,2001,14.2,26,1.83,20,1,1,1,1,2,2,0.14,2,0,0,0,0,0,9b398aea
35,Albian Ajeti,ch SUI,FW,West Ham,eng Premier League,22,1997,1.5,2,1.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2b1c4abd
36,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,25,1994,22.9,42,1.84,32,0,2,5,3,0,12,0.52,7,0,1,2,2,0,462475ed
37,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,13,0.51,12,1,0,0,0,0,5,0.19,5,0,0,0,0,0,89ac64a6
38,Marley Aké,fr FRA,FWMF,Marseille,fr Ligue 1,18,2001,1.1,3,2.73,2,0,1,0,0,0,1,0.91,1,0,0,0,0,0,414e1f69
39,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,14,0.50,8,0,1,4,1,0,1,0.04,0,0,0,1,0,0,eaeca114
40,Chadrac Akolo,cd COD,FWMF,Amiens,fr Ligue 1,24,1995,6.0,13,2.15,9,0,0,2,1,1,2,0.33,1,0,0,1,0,0,debc2f28
41,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,5,0.39,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6ec6fde0
42,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,46,1.66,40,2,1,3,0,0,3,0.11,2,1,0,0,0,0,05439de2
43,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,15.6,32,2.06,23,4,2,1,1,1,2,0.13,2,0,0,0,0,0,5314e067
44,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,13.0,27,2.07,21,0,0,6,0,0,2,0.15,1,0,0,1,0,0,834d0be5
45,Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,51,2.10,50,1,0,0,0,0,6,0.25,6,0,0,0,0,0,4601e194
46,Luis Alberto,es ESP,MF,Lazio,it Serie A,26,1992,34.6,225,6.50,148,40,18,14,1,4,29,0.84,23,2,0,1,1,2,5294a83f
47,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,19,0.53,17,0,0,1,1,0,1,0.03,1,0,0,0,0,0,4bd414c1
48,Marc Albrighton,eng ENG,MFDF,Leicester City,eng Premier League,29,1989,9.6,27,2.80,23,2,1,1,0,0,5,0.52,5,0,0,0,0,0,b827d5b3
49,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,17,1.66,15,0,0,1,1,0,2,0.19,1,0,0,0,1,0,a7a9d95a
50,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,12,2.04,8,1,1,0,2,0,2,0.34,1,1,0,0,0,0,a7a9d95a
51,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,61,3.10,50,3,3,4,0,1,10,0.51,8,0,2,0,0,0,77e84962
52,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,51,2.38,31,7,4,3,6,0,4,0.19,4,0,0,0,0,0,036bba5f
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,27,0.82,25,0,0,1,0,1,4,0.12,4,0,0,0,0,0,f7d50789
54,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,29,1.36,25,3,0,0,0,1,3,0.14,3,0,0,0,0,0,4085f08e
55,Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,1992,1.2,1,0.83,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,46166b49
56,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,1,0.52,1,0,0,0,0,0,1,0.52,1,0,0,0,0,0,6c811eb7
57,Carles Aleñá,es ESP,MFFW,Betis,es La Liga,21,1998,8.2,17,2.08,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6c811eb7
58,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,4,0.40,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,8fa8f8d2
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,155,4.39,93,51,3,6,1,1,24,0.68,15,7,0,2,0,0,cd1acf9d
60,Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,95adf1e1
61,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,45,2.59,33,0,3,4,5,0,2,0.12,2,0,0,0,0,0,bdedd861
62,Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,5,0.18,5,0,0,0,0,0,2,0.07,2,0,0,0,0,0,7a2e46a8
63,Allan,br BRA,MF,Napoli,it Serie A,28,1991,14.2,46,3.23,41,0,4,0,0,1,4,0.28,3,0,1,0,0,0,cc700722
64,Dele Alli,eng ENG,MFFW,Tottenham,eng Premier League,23,1996,20.5,58,2.82,42,1,7,3,3,2,11,0.54,5,0,4,2,0,0,cea4ee8f
65,Miguel Almirón,py PAR,MFFW,Newcastle Utd,eng Premier League,25,1994,33.6,83,2.47,56,0,10,6,7,4,3,0.09,2,0,0,0,1,0,862a1c15
66,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,49,3.08,37,5,1,3,3,0,6,0.38,4,0,0,0,2,0,f4290206
67,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,30,1989,15.3,20,1.31,14,5,0,0,1,0,2,0.13,2,0,0,0,0,0,0a63446f
68,Sergio Álvarez,es ESP,MFDF,Eibar,es La Liga,27,1992,12.7,9,0.71,6,0,1,1,0,1,0,0.00,0,0,0,0,0,0,88d91621
69,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8875b8c9
70,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,21,0.67,17,1,1,0,2,0,1,0.03,1,0,0,0,0,0,3ecc11d8
71,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,25,0.84,19,1,0,4,0,1,0,0.00,0,0,0,0,0,0,585a73a8
72,Steven Alzate,co COL,MFDF,Brighton,eng Premier League,20,1998,13.2,38,2.88,29,0,6,2,1,0,2,0.15,1,0,0,0,1,0,ad1f61f3
73,Ibrahim Amadou,fr FRA,DFMF,Norwich City,eng Premier League,26,1993,8.4,2,0.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9260926b
74,Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,3,0.35,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,9260926b
75,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,35,1.86,24,0,4,2,3,2,2,0.11,2,0,0,0,0,0,d7bf3d19
76,Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f3b1d9a2
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,36,1.50,27,5,0,1,1,2,2,0.08,1,1,0,0,0,0,22721b88
78,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,22,1997,6.1,29,4.77,20,0,4,3,1,1,0,0.00,0,0,0,0,0,0,2945f4b7
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,14,0.77,11,1,0,1,0,1,2,0.11,2,0,0,0,0,0,bcc81786
80,Nadiem Amiri,de GER,MFFW,Leverkusen,de Bundesliga,22,1996,20.6,95,4.60,59,24,5,4,3,0,8,0.39,7,0,0,0,1,0,555d5edd
81,Ethan Ampadu,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10b9fa99
82,Opoku Ampomah,gh GHA,FWMF,Düsseldorf,de Bundesliga,23,1996,5.6,21,3.77,13,0,5,2,1,0,0,0.00,0,0,0,0,0,0,e7199efb
83,Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,81,2.50,72,1,4,0,3,1,7,0.22,6,0,0,0,1,0,5a2cb25d
84,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,16,0.94,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e34fc66d
85,Djavan Anderson,nl NED,FWDF,Lazio,it Serie A,24,1995,1.9,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ca241ad3
86,Felipe Anderson,br BRA,MFFW,West Ham,eng Premier League,26,1993,16.6,68,4.09,51,2,5,5,4,1,11,0.66,9,0,2,0,0,0,9f1893b9
87,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,58,1.95,44,0,4,5,5,0,8,0.27,1,0,2,4,1,0,b4cf5806
88,Florin Andone,ro ROU,FW,Brighton,eng Premier League,26,1993,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,dc008610
89,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,39,1.71,32,0,2,2,1,2,4,0.18,4,0,0,0,0,0,ef9c1c95
90,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,5.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fe471a89
91,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,82,2.87,54,4,5,11,6,2,6,0.21,4,0,0,0,1,1,e0b113a7
92,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,13,1.14,12,0,0,0,1,0,0,0.00,0,0,0,0,0,0,d8992b84
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,21,2.39,17,0,1,0,3,0,2,0.23,1,0,0,0,1,0,b35db3f6
94,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,63,2.40,38,14,2,5,2,2,5,0.19,3,1,0,1,0,0,3024e383
95,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,011d8c56
96,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,15,3.19,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,30941e96
97,Angeliño,es ESP,DFFW,RB Leipzig,de Bundesliga,22,1997,12.2,41,3.37,27,9,3,1,1,0,5,0.41,4,0,1,0,0,0,30941e96
98,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,b105919e
99,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,19,1.61,14,1,2,1,1,0,1,0.08,1,0,0,0,0,0,df525574
100,Cristian Ansaldi,ar ARG,DFMF,Torino,it Serie A,32,1986,19.6,59,3.00,46,3,4,3,2,1,8,0.41,6,0,2,0,0,0,bbafc0c4
101,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,38d9ce53
102,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,29,1990,19.6,71,3.61,35,1,15,11,7,2,9,0.46,4,0,1,3,1,0,ac05f970
103,Antoñito,es ESP,DFMF,Valladolid,es La Liga,31,1987,11.4,19,1.66,17,1,0,0,0,1,0,0.00,0,0,0,0,0,0,dbe519cf
104,Mirko Antonucci,it ITA,FWMF,Roma,it Serie A,20,1999,0.9,3,3.29,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0,91976866
105,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3e4f735d
106,Christopher Antwi-Adjei,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,27.4,95,3.46,62,12,7,3,10,1,6,0.22,4,1,1,0,0,0,0a3f6cde
107,Anuar,ma MAR,MFFW,Valladolid,es La Liga,24,1995,2.1,2,0.95,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,c93231dc
108,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,21.7,85,3.91,53,2,11,7,8,4,11,0.51,9,0,1,1,0,0,a5db0bec
109,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,2,2.81,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,b94b8be1
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,17,0.95,14,3,0,0,0,0,0,0.00,0,0,0,0,0,0,feb5d3ab
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,49,1.44,28,7,2,6,5,1,4,0.12,3,1,0,0,0,0,58afe001
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2b15a82a
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,46,1.95,41,1,0,1,2,1,5,0.21,5,0,0,0,0,0,56413b1f
114,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,23,1996,9.2,32,3.47,16,1,8,2,4,1,2,0.22,1,0,0,1,0,0,fa18c72e
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,15,0.47,10,0,1,3,0,1,4,0.12,2,0,0,2,0,0,27a013f7
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,1,0.38,1,0,0,0,0,0,1,0.38,1,0,0,0,0,0,2bef2bca
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,23,1.03,18,2,1,2,0,0,1,0.04,0,0,1,0,0,0,850c0a0d
118,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2f965a72
119,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2f965a72
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,23,1.92,19,2,0,1,1,0,2,0.17,2,0,0,0,0,0,fdd60087
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2f7407fa
122,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,19.1,60,3.15,43,0,6,5,5,1,8,0.42,4,0,1,2,0,1,97333cf5
123,José Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,8.8,18,2.05,11,1,0,1,5,0,3,0.34,2,0,0,0,1,0,46e07328
124,José Arnaiz,es ESP,MF,Leganés,es La Liga,24,1995,3.7,14,3.74,9,2,2,0,1,0,0,0.00,0,0,0,0,0,0,46e07328
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,137,4.37,55,56,4,10,11,1,14,0.45,5,6,0,2,1,0,86e119e0
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,28d596a0
127,Kwadwo Asamoah,gh GHA,DFFW,Inter,it Serie A,30,1988,7.1,20,2.82,17,0,2,0,0,1,4,0.56,3,0,1,0,0,0,089550f5
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,6,0.85,5,1,0,0,0,0,1,0.14,1,0,0,0,0,0,e26fcca3
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,4,0.12,2,2,0,0,0,0,1,0.03,1,0,0,0,0,0,9f0ea33f
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,11,2.95,8,0,2,1,0,0,1,0.27,1,0,0,0,0,0,45af8a54
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,6,7.11,3,0,2,0,0,1,0,0.00,0,0,0,0,0,0,a69cc629
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,109,3.01,79,1,10,7,10,2,12,0.33,6,0,4,0,2,0,7dcf86f6
133,Roger Assalé,ci CIV,FWMF,Leganés,es La Liga,25,1993,5.9,19,3.22,12,0,2,0,5,0,3,0.51,1,0,0,0,2,0,5d5219b1
134,Youcef Atal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,11.1,35,3.14,17,0,13,2,2,1,3,0.27,1,0,1,0,1,0,6a827d8e
135,Miguel Atienza,es ESP,MF,Eibar,es La Liga,20,1999,0.3,1,3.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,12eda7be
136,Christian Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,27,1992,8.3,25,3.00,19,3,2,0,1,0,4,0.48,3,1,0,0,0,0,8816329f
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,69,1.98,48,0,6,7,6,2,12,0.34,8,0,0,2,1,1,d5dd5f1f
138,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,649b01d8
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,44,3.49,39,3,2,0,0,0,5,0.40,5,0,0,0,0,0,3cd3b384
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,6,2.03,2,0,0,0,4,0,2,0.68,0,0,0,0,2,0,97bfa797
141,Ludwig Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,25,1994,10.3,28,2.73,20,6,1,0,1,0,1,0.10,1,0,0,0,0,0,9fec8860
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,50,1.67,44,2,2,0,1,1,6,0.20,6,0,0,0,0,0,5c2b4f07
143,Mathias Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,13.6,60,4.42,40,14,1,2,1,2,5,0.37,4,0,0,1,0,0,7dfbba27
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,47,2.66,29,0,5,5,7,1,6,0.34,3,0,1,0,2,0,253a06b9
145,Javier Avilés,es ESP,MFFW,Leganés,es La Liga,21,1997,2.0,7,3.41,5,0,1,0,1,0,2,0.97,1,0,1,0,0,0,53ddba36
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,13,0.59,10,1,0,1,1,0,0,0.00,0,0,0,0,0,0,70d8e84c
147,Taiwo Awoniyi,ng NGA,FWMF,Mainz 05,de Bundesliga,21,1997,5.4,13,2.43,9,0,4,0,0,0,0,0.00,0,0,0,0,0,0,e5478b87
148,Florian Ayé,fr FRA,FWMF,Brescia,it Serie A,22,1997,15.3,36,2.35,22,1,2,7,4,0,2,0.13,1,0,0,0,1,0,718b8afd
149,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,27,1991,35.0,82,2.34,49,0,13,4,13,3,8,0.23,3,0,2,2,1,0,da052c14
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,47,1.55,41,0,0,3,1,2,3,0.10,3,0,0,0,0,0,2200181e
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,22,1.46,13,1,0,3,3,2,1,0.07,1,0,0,0,0,0,0cc474e7
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,87,2.42,78,2,2,3,1,1,7,0.20,5,1,0,1,0,0,53cad200
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,24,2.61,21,1,1,0,1,0,1,0.11,1,0,0,0,0,0,d3ce9f1f
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,28,0.87,25,0,0,0,2,1,1,0.03,1,0,0,0,0,0,bfd381b3
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,44,2.78,27,0,4,5,7,1,5,0.32,0,0,1,1,3,0,422ec08a
156,Carlos Bacca,co COL,FW,Villarreal,es La Liga,32,1986,7.6,15,1.97,9,0,3,1,1,1,2,0.26,1,0,0,0,1,0,09a9e921
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,47,2.67,39,2,2,0,2,2,1,0.06,1,0,0,0,0,0,e8c930bb
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3489184e
159,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,18,2001,15.7,9,0.57,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,06df8256
160,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3deb2342
161,Alex Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,518f2234
162,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,19,1.88,15,0,0,2,1,1,2,0.20,2,0,0,0,0,0,5046b7d4
