Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,-9999
526,Leon Clarke,eng ENG,FWMF,Sheffield Utd,eng Premier League,34,1985,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,91c975a0
527,Alexis Claude-Maurice,fr FRA,FWMF,Nice,fr Ligue 1,21,1998,18.1,58,3.20,29,3,14,5,7,0,5,0.28,4,0,1,0,0,0,741418c3
528,Christian Clemens,de GER,FW,Köln,de Bundesliga,27,1991,0.2,1,5.63,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,612cb8d3
529,Óscar Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9dfdbdeb
530,Yannis Clementia,mq MTQ,GK,Nice,fr Ligue 1,22,1997,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7800bdb8
531,Denilho Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,0.5,1,1.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,91c9de34
532,Carlos Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,29,1.41,19,9,0,0,1,0,3,0.15,3,0,0,0,0,0,33a61a52
533,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,34,3.15,25,2,1,3,3,0,1,0.09,0,0,0,1,0,0,6cdd8245
534,Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,21,0.55,21,0,0,0,0,0,1,0.03,1,0,0,0,0,0,2928dca2
535,Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3010aefb
536,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,20,2.36,15,3,0,1,0,1,1,0.12,0,1,0,0,0,0,4e7d66f8
537,Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,20,1.83,16,1,2,0,1,0,0,0.00,0,0,0,0,0,0,6d8f8441
538,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,27,1.32,17,1,6,2,1,0,3,0.15,2,0,0,1,0,0,0420d84f
539,Álex Collado,es ESP,FW,Barcelona,es La Liga,20,1999,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,85dace26
540,Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,6,6.59,3,0,1,1,1,0,1,1.10,1,0,0,0,0,0,bf356094
541,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,32,1.04,28,0,1,2,1,0,3,0.10,2,0,0,1,0,0,8b95acda
542,Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,49,1.65,35,4,5,1,3,1,5,0.17,4,0,1,0,0,0,33a95e0a
543,Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,1,0.25,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,72be9309
544,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,04df29a5
545,Racine Coly,sn SEN,DFFW,Nice,fr Ligue 1,23,1995,7.2,12,1.66,7,2,0,2,1,0,1,0.14,1,0,0,0,0,0,166a981d
546,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,23,1996,16.7,87,5.20,68,0,11,2,5,1,10,0.60,8,0,0,0,2,0,042e8a49
547,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,21,0.97,16,1,1,2,1,0,3,0.14,2,0,0,1,0,0,3f5b4635
548,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,27,1.93,10,0,2,4,11,0,5,0.36,1,0,1,1,2,0,27c01749
549,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,8,0.26,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8cabdc1e
550,Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,30,1.57,25,4,0,1,0,0,3,0.16,2,1,0,0,0,0,8fef5412
551,Lewis Cook,eng ENG,MFFW,Bournemouth,eng Premier League,22,1997,15.0,41,2.73,31,2,0,5,2,1,2,0.13,0,0,0,1,1,0,2afc7272
552,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,10,0.37,7,2,0,1,0,0,0,0.00,0,0,0,0,0,0,3e5e4e63
553,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,25,1.18,20,0,1,1,2,1,2,0.09,0,0,0,1,1,0,a6951bf8
554,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,091795f2
555,Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,13,4.35,7,3,1,1,1,0,0,0.00,0,0,0,0,0,0,0e7ccfc4
556,Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,36,2.25,31,1,1,2,1,0,6,0.37,6,0,0,0,0,0,49ea92be
557,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,68,3.06,42,0,6,6,13,1,10,0.45,7,0,2,1,0,0,9f381d8b
558,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,21,1997,4.1,9,2.21,6,0,1,1,1,0,2,0.49,1,0,1,0,0,0,229cd98a
559,Benjamin Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,32,1987,2.9,4,1.38,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,cfd8dde3
560,Jack Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,31,1.07,23,0,2,2,3,1,3,0.10,3,0,0,0,0,0,74e12f1e
561,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,41,2.47,34,0,2,2,3,0,6,0.36,3,0,1,0,2,0,c693347d
562,Maxwel Cornet,ci CIV,FWDF,Lyon,fr Ligue 1,22,1996,14.8,45,3.05,30,9,3,3,0,0,6,0.41,3,0,2,1,0,0,beb391dd
563,Quentin Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,25,1994,3.9,5,1.29,3,1,1,0,0,0,2,0.52,2,0,0,0,0,0,5d42d487
564,Ángel Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,24,1995,22.9,70,3.06,53,1,8,4,4,0,11,0.48,9,0,2,0,0,0,01eb744d
565,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,24,1994,22.2,112,5.03,69,4,19,5,15,0,13,0.58,7,0,2,1,3,0,45b9b619
566,Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,22,2.13,14,3,1,1,2,1,1,0.10,1,0,0,0,0,0,46bd3a5b
567,Edmilson Correia,gw GNB,FWDF,Saint-Étienne,fr Ligue 1,19,2000,0.5,3,5.51,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,bc50c437
568,Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,5,1.74,3,2,0,0,0,0,1,0.35,0,1,0,0,0,0,c78b352d
569,Antonio Cortés,es ESP,FWMF,Granada,es La Liga,19,2000,2.0,4,1.99,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,31a1288d
570,Danny da Costa,de GER,DFFW,Eint Frankfurt,de Bundesliga,26,1993,15.4,45,2.91,38,2,4,0,1,0,10,0.65,7,1,2,0,0,0,5ddb8f9f
571,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,31,2.07,22,0,1,4,3,1,7,0.47,5,0,1,1,0,0,a190d597
572,Douglas Costa,br BRA,FWMF,Juventus,it Serie A,28,1990,8.9,53,5.95,39,7,4,0,2,1,6,0.67,6,0,0,0,0,0,4fa7cb9b
573,Jaume Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,19,1.23,16,1,0,0,2,0,0,0.00,0,0,0,0,0,0,808d48f3
574,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,18736214
575,Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,28,1991,5.9,15,2.56,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0,909222de
576,David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,545e2f01
577,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2434f24a
578,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,28,1.56,24,0,1,1,2,0,1,0.06,1,0,0,0,0,0,9980269a
579,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,5,0.68,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,67b7357e
580,Yoann Court,fr FRA,FWMF,Brest,fr Ligue 1,29,1990,16.3,48,2.95,31,6,1,2,5,3,10,0.61,6,2,0,1,0,1,26e4447b
581,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,2,0.06,1,0,0,1,0,0,1,0.03,0,0,0,1,0,0,1840e36d
582,Philippe Coutinho,br BRA,MFFW,Bayern Munich,de Bundesliga,27,1992,15.7,81,5.17,67,6,3,2,2,1,12,0.77,11,0,0,0,1,0,0ef89a37
583,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,4,0.65,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,8f325097
584,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f554e29b
585,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,51,1.68,37,8,1,1,4,0,1,0.03,1,0,0,0,0,0,4f974391
586,Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,37,1.62,29,8,0,0,0,0,1,0.04,1,0,0,0,0,0,35dd6d80
587,Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,44,2.45,35,1,1,4,1,2,6,0.33,6,0,0,0,0,0,16657b95
588,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,5,5.00,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,3c05c659
589,Sebastián Cristóforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,15,1.54,11,1,0,1,2,0,0,0.00,0,0,0,0,0,0,3c05c659
590,Juan Cuadrado,co COL,DFFW,Juventus,it Serie A,31,1988,29.5,111,3.76,97,2,4,1,5,2,10,0.34,9,0,0,0,1,0,0ab1f153
591,Cucho,co COL,FWMF,Mallorca,es La Liga,20,1999,16.5,37,2.24,23,0,7,3,4,0,6,0.36,3,0,1,1,1,0,71b47ab9
592,Marc Cucurella,es ESP,MFDF,Getafe,es La Liga,21,1998,36.0,112,3.11,86,6,4,3,9,4,11,0.31,9,0,0,0,1,1,1daec722
593,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,7,0.26,4,3,0,0,0,0,1,0.04,0,1,0,0,0,0,75751c99
594,Jaume Cuéllar,bo BOL,MFFW,SPAL,it Serie A,17,2001,0.8,1,1.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,934e264d
595,Mickaël Cuisance,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1999,3.4,17,5.02,13,2,1,0,1,0,3,0.89,2,0,0,0,1,0,5722eced
596,Matheus Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,20,1999,8.3,34,4.11,18,0,9,3,3,1,5,0.60,2,0,1,1,1,0,dc62b55d
597,Matheus Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,20,1999,3.1,16,5.16,8,0,0,4,3,1,1,0.32,0,0,0,1,0,0,dc62b55d
598,Felipe Curcio,br BRA,DF,Brescia,it Serie A,25,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8913a9f9
599,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,5,1.52,2,0,0,2,1,0,0,0.00,0,0,0,0,0,0,a4fe8cda
600,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,20,2.15,14,0,0,3,3,0,2,0.21,1,0,0,0,1,0,a4fe8cda
601,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,85,4.32,43,32,0,8,1,1,13,0.66,5,6,0,2,0,0,3e092724
602,Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,23,0.94,16,2,1,3,0,1,3,0.12,1,0,0,2,0,0,b0a0698b
603,Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7ba1f1ef
604,Marco D'Alessandro,it ITA,MFDF,SPAL,it Serie A,28,1991,8.7,25,2.88,19,0,4,0,2,0,0,0.00,0,0,0,0,0,0,060606ec
605,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,22,1.41,16,2,1,1,2,0,0,0.00,0,0,0,0,0,0,44eb9093
606,Felice D'Amico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0c35d28d
607,Lucas Da Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,5,6.25,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,007faf7a
608,Jacopo Da Riva,it ITA,MF,Atalanta,it Serie A,18,2000,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9591723b
609,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,16,0.64,15,0,0,1,0,0,3,0.12,3,0,0,0,0,0,1ec7e1c5
610,Moanes Dabbur,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,3,10.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,eac044ad
611,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,29,3.41,18,0,1,3,7,0,3,0.35,2,0,0,0,1,0,eac044ad
612,Bryan Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,25,2.01,22,1,0,1,1,0,5,0.40,4,0,0,1,0,0,c53083ad
613,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,12,1.63,9,1,1,0,0,1,1,0.14,1,0,0,0,0,0,29c02c9f
614,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,16,2.59,14,0,1,1,0,0,3,0.48,3,0,0,0,0,0,db4ed67b
615,Leon Dajaku,de GER,DFMF,Bayern Munich,de Bundesliga,18,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,aeaf1bc1
616,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,10,0.90,6,1,0,2,0,1,0,0.00,0,0,0,0,0,0,8cea6319
617,Christian Dalle Mura,it ITA,FW,Fiorentina,it Serie A,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f32df091
618,Diogo Dalot,pt POR,DFMF,Manchester Utd,eng Premier League,20,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,d9565625
619,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,4,2.86,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,9d107085
620,Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,46,2.87,37,1,1,4,2,1,5,0.31,4,0,0,1,0,0,94b2001f
621,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,10,0.71,9,0,0,1,0,0,1,0.07,1,0,0,0,0,0,52105203
622,Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,3,0.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6e33125f
623,Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,22,1.05,18,0,0,2,0,2,3,0.14,2,0,0,1,0,0,fd2bc67d
624,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,263b855a
625,Sergi Darder,es ESP,MF,Espanyol,es La Liga,25,1993,29.5,83,2.81,57,15,3,5,2,1,4,0.14,4,0,0,0,0,0,070a3904
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,84,3.35,59,15,1,5,3,1,6,0.24,6,0,0,0,0,0,3eb0f2df
627,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,42,1.41,30,7,1,1,3,0,5,0.17,5,0,0,0,0,0,96e0490d
628,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,72,2.90,61,1,5,0,3,2,8,0.32,7,0,1,0,0,0,d781d855
629,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26,1993,15.9,17,1.07,16,0,0,1,0,0,0,0.00,0,0,0,0,0,0,44781702
630,Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,30,1.33,20,0,3,4,3,0,0,0.00,0,0,0,0,0,0,9228b07c
631,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,18,2.96,9,0,1,4,4,0,3,0.49,1,0,0,1,1,0,9deaf2c8
632,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,5,0.65,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,16bb656a
633,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,13,0.50,8,1,0,4,0,0,0,0.00,0,0,0,0,0,0,3e9e06cb
634,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,233,7.51,164,42,13,4,8,2,32,1.03,23,2,5,1,1,0,e46012d4
635,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,6,0.36,5,0,0,0,1,0,3,0.18,3,0,0,0,0,0,952a03fe
636,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,165,5.26,105,33,8,7,6,6,17,0.54,6,4,2,2,1,2,162efffd
637,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,11,2.11,8,0,2,0,1,0,3,0.57,3,0,0,0,0,0,ae4e2852
638,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,35,1.40,28,3,1,1,2,0,4,0.16,3,0,0,1,0,0,e74f0e59
639,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,31,2.09,28,0,1,1,1,0,2,0.13,2,0,0,0,0,0,44f8c299
640,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,39,1.98,30,6,2,1,0,0,2,0.10,1,1,0,0,0,0,92232aad
641,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,64,2.59,49,0,0,4,10,1,4,0.16,3,0,0,0,1,0,82e34b69
642,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,10.9,30,2.76,24,0,1,3,2,0,8,0.73,5,0,1,2,0,0,854ee61a
643,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7f267d66
644,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8.0,15,1.88,13,0,0,1,1,0,1,0.13,1,0,0,0,0,0,7f267d66
645,Romain Del Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,13.8,47,3.41,33,0,5,3,6,0,7,0.51,7,0,0,0,0,0,0be95d34
646,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,24,1.72,19,1,3,0,1,0,0,0.00,0,0,0,0,0,0,8332db56
647,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,10,1.08,9,0,0,1,0,0,1,0.11,1,0,0,0,0,0,fe641c1a
648,Paul Delecroix,gw GNB,GK,Metz,fr Ligue 1,30,1988,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2ee1b96b
649,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,14,1.25,14,0,0,0,0,0,1,0.09,1,0,0,0,0,0,b0243215
650,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,86,3.39,49,2,8,12,15,0,11,0.43,3,0,2,3,3,0,d33c706e
651,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,25,1.89,23,0,0,2,0,0,2,0.15,2,0,0,0,0,0,111c3236
652,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,44,1.81,32,0,4,3,5,0,6,0.25,5,0,0,0,1,0,e7986081
653,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,4.0,14,3.53,8,2,3,0,1,0,2,0.50,1,0,1,0,0,0,b19db005
654,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,2,0.43,2,0,0,0,0,0,1,0.22,1,0,0,0,0,0,e3cceee6
655,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,87,4.97,44,35,2,6,0,0,10,0.57,4,6,0,0,0,0,54b4dc4e
656,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,10.0,23,2.29,20,0,0,1,2,0,1,0.10,1,0,0,0,0,0,dc3fa3b5
657,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,37,2.75,35,1,1,0,0,0,2,0.15,2,0,0,0,0,0,dc3fa3b5
658,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,12,0.51,12,0,0,0,0,0,2,0.08,2,0,0,0,0,0,47af88b8
659,Leander Dendoncker,be BEL,MFDF,Wolves,eng Premier League,24,1995,31.1,23,0.74,21,0,0,1,0,1,1,0.03,1,0,0,0,0,0,5a7301ae
660,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,14,2.09,10,0,1,2,1,0,3,0.45,2,0,0,1,0,0,0d3585b5
661,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,27,1.08,21,1,0,2,3,0,2,0.08,2,0,0,0,0,0,5832ebfe
662,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,22,1997,20.6,57,2.77,41,4,3,7,2,0,4,0.19,2,0,0,0,2,0,d97f2e8d
663,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,5,0.44,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2990c466
664,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,25,1.20,21,0,0,2,2,0,3,0.14,1,0,0,0,2,0,02b2937c
665,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,3,1.46,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,d7d32194
666,Mattia Destro,it ITA,FWMF,Genoa,it Serie A,28,1991,1.7,3,1.80,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0,d7d32194
667,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,104,4.46,57,11,18,8,7,3,10,0.43,5,0,2,0,1,2,39583cfd
668,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,5,2.21,4,0,0,1,0,0,2,0.88,1,0,0,1,0,0,2e5e846d
669,Samuel Di Carmine,it ITA,FWMF,Hellas Verona,it Serie A,30,1988,14.4,23,1.60,14,0,0,4,4,1,2,0.14,1,0,0,0,1,0,ef94dc2f
670,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12.0,50,4.16,28,6,5,2,7,2,4,0.33,2,1,0,0,1,0,1fca9171
671,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33.0,76,2.30,66,4,2,1,2,1,5,0.15,5,0,0,0,0,0,230a2fac
672,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,31,1988,22.2,143,6.44,100,23,13,4,3,0,24,1.08,17,4,2,1,0,0,19cda00b
673,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,46,2.28,35,0,4,4,3,0,4,0.20,2,0,1,0,1,0,244bc2c8
674,Fousseni Diabaté,ml MLI,FWMF,Amiens,fr Ligue 1,23,1995,13.2,25,1.89,21,0,3,0,1,0,4,0.30,3,0,1,0,0,0,d07e3b41
675,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,20,1999,19.7,72,3.66,51,3,14,2,2,0,10,0.51,7,0,2,0,1,0,aeed5c06
676,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,16.0,7,0.44,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,d2110326
677,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,9,0.59,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,1bfb6fef
678,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,13.3,11,0.82,8,1,0,2,0,0,1,0.07,1,0,0,0,0,0,fc62f087
679,Amad Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9dc96f10
680,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,54,2.21,34,0,8,7,5,0,9,0.37,5,0,3,1,0,0,6605d143
681,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,19,1.10,18,0,1,0,0,0,3,0.17,3,0,0,0,0,0,11ff3d56
682,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,698f11e3
683,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,1,0.28,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,d83f8f69
684,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,42,2.49,39,0,1,1,1,0,3,0.18,3,0,0,0,0,0,bf309d24
685,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,19,1999,0.7,1,1.38,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,407feb71
686,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,52,1.62,36,15,0,1,0,0,6,0.19,4,1,0,1,0,0,3624ce4c
687,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,7,0.34,4,0,1,0,1,1,0,0.00,0,0,0,0,0,0,247accfd
688,Eric Dier,eng ENG,DFMF,Tottenham,eng Premier League,25,1994,14.9,13,0.87,11,0,0,1,0,1,1,0.07,1,0,0,0,0,0,ac861941
689,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,125,3.71,74,41,2,3,4,1,10,0.30,8,2,0,0,0,0,1b84dbe1
690,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,19,1.70,17,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0a3065c8
