Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,-9999
1331,Jordan Lotomba,ch SUI,DFMF,Nice,fr Ligue 1,24-096,1998,16,12,1111,12.3,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.7,1.0,0.03,0.05,0.08,0.03,0.08,fc4cf6a7
1332,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,22-323,2000,2,2,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,5fa57166
1333,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,24-281,1998,14,9,768,8.5,2,1,2,0,0,1,0,0.23,0.12,0.35,0.23,0.35,1.5,1.5,1.3,2.8,0.18,0.15,0.33,0.18,0.33,966eea58
1334,Jamal Lowe,jm JAM,MFFW,Bournemouth,eng Premier League,28-166,1994,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,b2856bc0
1335,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,29-253,1993,13,8,791,8.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.5,1.7,0.14,0.06,0.20,0.14,0.20,38699c72
1336,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,27-157,1995,14,8,718,8.0,3,3,2,1,1,1,0,0.38,0.38,0.75,0.25,0.63,4.1,3.3,1.9,5.2,0.51,0.24,0.75,0.41,0.65,a69e4806
1337,Pol Lozano,es ESP,MF,Espanyol,es La Liga,23-089,1999,4,0,17,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,ea610f00
1338,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,24-195,1998,6,3,291,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.19,0.05,0.23,0.19,0.23,a99138af
1339,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24-191,1998,12,12,1010,11.2,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,80490d7f
1340,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27-223,1995,11,11,952,10.6,0,2,0,0,1,1,0,0.00,0.19,0.19,0.00,0.19,1.2,0.4,2.5,2.9,0.11,0.24,0.35,0.04,0.27,b05e2dbd
1341,José Luis Morales,es ESP,FW,Villarreal,es La Liga,35-164,1987,14,3,443,4.9,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,1.8,1.8,0.7,2.5,0.36,0.14,0.50,0.36,0.50,4a478107
1342,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32-363,1990,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.1,0.1,0.2,0.3,0.11,0.21,0.31,0.11,0.31,921f6058
1343,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24-239,1998,16,12,1101,12.2,2,3,2,0,0,1,1,0.16,0.25,0.41,0.16,0.41,0.7,0.7,1.6,2.2,0.06,0.13,0.18,0.06,0.18,6f7d826d
1344,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29-235,1993,4,3,248,2.8,1,1,1,0,0,0,0,0.36,0.36,0.73,0.36,0.73,1.2,1.2,0.1,1.3,0.42,0.04,0.46,0.42,0.46,5eae500a
1345,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,20-017,2002,16,16,1440,16.0,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.1,0.5,0.02,0.01,0.03,0.02,0.03,5b9512c5
1346,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,25-101,1997,15,15,1258,14.0,7,1,5,2,2,5,0,0.50,0.07,0.57,0.36,0.43,4.2,2.6,2.6,5.2,0.30,0.19,0.49,0.18,0.37,0c61c77c
1347,Saša Lukić,rs SRB,MF,Torino,it Serie A,26-143,1996,12,10,925,10.3,2,0,1,1,1,3,0,0.19,0.00,0.19,0.10,0.10,1.4,0.6,1.1,1.7,0.13,0.11,0.24,0.06,0.16,c6e8cf1f
1348,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23-326,1999,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,3061e1ec
1349,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,31-051,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,8a6ab963
1350,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,26-119,1996,13,13,1084,12.0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.02,0.05,0.07,0.02,0.07,997fff07
1351,Lyanco,br BRA,DF,Southampton,eng Premier League,25-336,1997,9,4,416,4.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,b5bf1770
1352,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,29-073,1993,12,6,589,6.5,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.3,0.3,0.3,0.6,0.05,0.04,0.10,0.05,0.10,5efc5389
1353,Youssouf M'Changama,km COM,MFFW,Auxerre,fr Ligue 1,32-127,1990,13,3,374,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.03,0.13,0.17,0.03,0.17,e05082d1
1354,Awer Mabil,au AUS,MFFW,Cádiz,es La Liga,27-110,1995,5,1,165,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.01,0.09,0.09,0.09,922da988
1355,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,24-010,1998,14,14,1256,14.0,5,0,2,3,3,4,0,0.36,0.00,0.36,0.14,0.14,3.6,1.2,0.8,2.0,0.26,0.06,0.32,0.09,0.15,83d074ff
1356,Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,29-123,1993,14,13,1089,12.1,1,1,1,0,0,3,1,0.08,0.08,0.17,0.08,0.17,0.4,0.4,0.8,1.2,0.03,0.07,0.10,0.03,0.10,b3f8bdef
1357,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,26-041,1996,13,13,1098,12.2,7,4,7,0,0,5,0,0.57,0.33,0.90,0.57,0.90,2.6,2.6,2.9,5.4,0.21,0.24,0.45,0.21,0.45,ee38d9c5
1358,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25-175,1997,13,13,1107,12.3,1,0,1,0,0,3,1,0.08,0.00,0.08,0.08,0.08,0.4,0.4,0.8,1.2,0.03,0.06,0.09,0.03,0.09,5db04597
1359,Soungoutou Magassa,ml MLI,MF,Monaco,fr Ligue 1,19-087,2003,1,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,dfc5d4fa
1360,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,24-297,1998,10,9,653,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.03,0.06,0.09,0.03,0.09,957e4c87
1361,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,27-091,1995,4,2,142,1.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,cce9f582
1362,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24-218,1998,14,7,693,7.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07,d4d35152
1363,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,25-196,1997,17,12,1121,12.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.04,0.04,0.09,0.04,0.09,caa7aaea
1364,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,29-304,1993,6,3,296,3.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.01,0.07,0.07,0.07,d8931174
1365,Jon Magunacelaya,es ESP,MFFW,Real Sociedad,es La Liga,22-174,2000,2,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.03,0.56,0.59,0.03,0.59,d4808594
1366,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,31-316,1991,11,6,549,6.1,1,1,1,0,0,1,0,0.16,0.16,0.33,0.16,0.33,1.6,1.6,1.8,3.4,0.26,0.29,0.56,0.26,0.56,892d5bb1
1367,Arne Maier,de GER,MF,Augsburg,de Bundesliga,23-360,1999,11,6,528,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.06,0.05,0.11,0.06,0.11,ab700320
1368,Mike Maignan,fr FRA,GK,Milan,it Serie A,27-184,1995,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,fcb38f57
1369,Linton Maina,de GER,FW,Köln,de Bundesliga,23-194,1999,14,9,808,9.0,1,3,1,0,0,0,0,0.11,0.33,0.45,0.11,0.45,2.3,2.3,2.5,4.8,0.26,0.28,0.53,0.26,0.53,e5d85da8
1370,Ainsley Maitland-Niles,eng ENG,MFDF,Southampton,eng Premier League,25-127,1997,9,5,538,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.06,0.06,0.00,0.06,e3a5814e
1371,Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,24-351,1998,14,7,637,7.1,1,2,0,1,1,2,0,0.14,0.28,0.42,0.00,0.28,1.7,0.9,2.0,2.9,0.24,0.28,0.52,0.12,0.40,fc46aab1
1372,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24-205,1998,12,9,638,7.1,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.5,0.8,0.05,0.07,0.11,0.05,0.11,22bfb57e
1373,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,20-097,2002,7,0,153,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.44,0.01,0.46,0.44,0.46,654f49ca
1374,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,27-342,1995,12,10,711,7.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.03,0.02,0.05,0.03,0.05,00b28772
1375,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,23-139,1999,11,8,747,8.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,6b6c793c
1376,Daniel Maldini,it ITA,FWMF,Spezia,it Serie A,21-084,2001,5,1,165,1.8,1,0,1,0,0,0,0,0.55,0.00,0.55,0.55,0.55,0.5,0.5,0.0,0.5,0.30,0.00,0.30,0.30,0.30,801831fe
1377,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,24-134,1998,7,4,297,3.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.2,0.17,0.20,0.36,0.17,0.36,4c8845f7
1378,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,23-349,1999,10,9,671,7.5,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,1.8,1.8,1.6,3.4,0.24,0.22,0.46,0.24,0.46,864163f3
1379,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,29-244,1993,14,5,543,6.0,1,2,1,0,0,2,0,0.17,0.33,0.50,0.17,0.50,0.6,0.6,2.0,2.6,0.10,0.34,0.44,0.10,0.44,48d5bd33
1380,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31-195,1991,12,12,956,10.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.9,1.4,0.05,0.08,0.13,0.05,0.13,cb574619
1381,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,27-083,1995,4,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,bbc19252
1382,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22-096,2000,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,d4b73232
1383,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,23-006,1999,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0f86995c
1384,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26-261,1996,15,15,1193,13.3,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.8,0.8,0.5,1.3,0.06,0.04,0.10,0.06,0.10,5aa53281
1385,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37-281,1985,15,15,1305,14.5,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,1d2d5cc8
1386,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,28-347,1994,14,14,1238,13.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.5,0.01,0.03,0.04,0.01,0.04,c20bdcd7
1387,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31-073,1991,7,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,fbd6378b
1388,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25-188,1997,13,10,869,9.7,1,1,1,0,0,4,0,0.10,0.10,0.21,0.10,0.21,0.8,0.8,1.4,2.1,0.08,0.14,0.22,0.08,0.22,c7259b83
1389,Sadio Mané,sn SEN,FW,Bayern Munich,de Bundesliga,30-268,1992,14,12,906,10.1,6,3,5,1,2,1,0,0.60,0.30,0.89,0.50,0.79,5.9,4.2,1.5,5.7,0.59,0.15,0.73,0.42,0.57,c691bfe2
1390,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24-291,1998,9,5,406,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.07,0.01,0.08,0.07,0.08,a572e291
1391,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35-249,1987,14,5,565,6.3,1,1,0,1,2,2,0,0.16,0.16,0.32,0.00,0.16,1.9,0.3,1.1,1.4,0.30,0.17,0.47,0.05,0.22,c801616a
1392,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,34-307,1988,4,3,348,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,c4173f1a
1393,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28-243,1994,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,758dd7f0
1394,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,23-323,1999,2,1,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,706a60e1
1395,Faitout Maouassa,fr FRA,FWDF,Montpellier,fr Ligue 1,24-181,1998,15,10,807,9.0,1,4,1,0,0,0,0,0.11,0.45,0.56,0.11,0.56,0.8,0.8,1.7,2.5,0.09,0.19,0.28,0.09,0.28,e54a9890
1396,Sekou Mara,fr FRA,FWMF,Southampton,eng Premier League,20-157,2002,11,2,228,2.5,0,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.7,0.7,0.5,1.2,0.28,0.20,0.48,0.28,0.48,3544641e
1397,Maranhão,br BRA,FWMF,Valencia,es La Liga,26-075,1996,11,3,370,4.1,1,0,1,0,0,2,1,0.24,0.00,0.24,0.24,0.24,1.4,1.2,0.4,1.7,0.33,0.10,0.43,0.30,0.41,ae86d473
1398,Marcão,br BRA,DF,Sevilla,es La Liga,26-212,1996,4,4,360,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,133faa84
1399,Solly March,eng ENG,DFFW,Brighton,eng Premier League,28-167,1994,16,16,1371,15.2,1,3,1,0,0,2,0,0.07,0.20,0.26,0.07,0.26,2.7,2.7,1.7,4.4,0.18,0.11,0.29,0.18,0.29,bb5fbd2b
1400,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,34-293,1988,15,15,1350,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,853b7c48
1401,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25-183,1997,17,16,1381,15.3,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,1.2,1.2,0.9,2.1,0.08,0.06,0.13,0.08,0.13,740f00ac
1402,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,24-283,1998,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,91d0fabf
1403,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,30-322,1992,14,14,1258,14.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,8650af85
1404,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,27-300,1995,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,4d960fc3
1405,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33-264,1989,15,14,1168,13.0,0,3,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,2.1,2.3,0.02,0.16,0.18,0.02,0.18,9f323c71
1406,José Mari,es ESP,MF,Cádiz,es La Liga,35-028,1987,11,2,310,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.09,0.10,0.01,0.10,6f4c734d
1407,Pablo Marí,es ESP,DF,Monza,it Serie A,29-125,1993,8,8,709,7.9,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.3,0.3,0.0,0.3,0.04,0.01,0.04,0.04,0.04,aa54ec6f
1408,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,27-348,1995,10,9,825,9.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.10,0.00,0.10,0.10,0.10,f0da930c
1409,Mariano,do DOM,FW,Real Madrid,es La Liga,29-155,1993,4,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.96,1.63,2.59,0.96,2.59,5c4dc0ff
1410,Pablo Marín,es ESP,MFFW,Real Sociedad,es La Liga,19-184,2003,3,1,106,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.43,0.16,0.59,0.43,0.59,a83c19cf
1411,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26-225,1996,15,10,983,10.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.04,0.06,0.09,0.04,0.09,7fac99d4
1412,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28-242,1994,12,11,945,10.5,2,0,2,0,0,2,1,0.19,0.00,0.19,0.19,0.19,0.6,0.6,0.1,0.7,0.06,0.01,0.07,0.06,0.07,d9764034
1413,Marlon,br BRA,DF,Monza,it Serie A,27-118,1995,11,10,824,9.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.05,0.01,0.05,cdf65d12
1414,Omar Marmoush,eg EGY,FWMF,Wolfsburg,de Bundesliga,23-330,1999,15,8,685,7.6,2,0,2,0,0,2,0,0.26,0.00,0.26,0.26,0.26,1.9,1.9,0.4,2.3,0.25,0.05,0.30,0.25,0.30,0e0102eb
1415,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19-271,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,59878425
1416,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28-234,1994,16,14,1284,14.3,2,0,2,0,0,1,0,0.14,0.00,0.14,0.14,0.14,1.5,1.5,0.3,1.8,0.11,0.02,0.13,0.11,0.13,d5f2f82b
1417,Luca Marrone,it ITA,DF,Monza,it Serie A,32-281,1990,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,ea468ea8
1418,Eric Martel,de GER,MF,Köln,de Bundesliga,20-249,2002,12,9,767,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.05,0.05,0.09,0.05,0.09,92a16062
1419,Roger Martí,es ESP,FWMF,Elche,es La Liga,32-000,1991,9,6,498,5.5,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.4,0.4,0.4,0.8,0.07,0.08,0.15,0.07,0.15,0ae4e09a
1420,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27-029,1995,7,4,345,3.8,3,2,2,1,1,0,0,0.78,0.52,1.30,0.52,1.04,2.9,2.1,0.9,3.0,0.76,0.24,1.00,0.55,0.79,8b788c01
1421,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25-256,1997,15,15,1241,13.8,3,2,3,0,1,1,0,0.22,0.15,0.36,0.22,0.36,1.8,1.0,1.6,2.6,0.13,0.12,0.25,0.07,0.19,2f3e911a
1422,Ander Martin,es ESP,MF,Real Sociedad,es La Liga,22-048,2000,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,e1e75690
1423,Iván Martín,es ESP,MF,Girona,es La Liga,23-323,1999,3,1,174,1.9,2,0,2,0,0,0,0,1.03,0.00,1.03,1.03,1.03,0.4,0.4,0.4,0.8,0.19,0.21,0.40,0.19,0.40,ae48c5cb
1424,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32-269,1990,8,1,162,1.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,468fdbad
1425,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-199,2001,16,16,1358,15.1,7,2,7,0,0,1,0,0.46,0.13,0.60,0.46,0.60,3.7,3.7,3.4,7.1,0.25,0.22,0.47,0.25,0.47,48a5a5d6
1426,Arnau Martinez,es ESP,DFMF,Girona,es La Liga,19-253,2003,12,11,901,10.0,2,1,2,0,0,3,0,0.20,0.10,0.30,0.20,0.30,1.5,1.5,1.4,2.8,0.15,0.14,0.28,0.15,0.28,c3e66ffe
1427,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-123,1992,15,15,1294,14.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,7956236f
1428,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-231,1991,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.06,0.03,0.09,0.06,0.09,3fc45c73
1429,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-134,1997,15,14,1214,13.5,7,3,6,1,1,1,0,0.52,0.22,0.74,0.44,0.67,6.7,5.9,2.9,8.8,0.49,0.21,0.71,0.44,0.65,f7036e1c
1430,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,24-350,1998,14,14,1204,13.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,bac46a10
1431,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26-238,1996,13,12,1046,11.6,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.2,1.4,0.10,0.02,0.12,0.10,0.12,3ec3c1c9
1432,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,27-237,1995,6,2,208,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.6,0.19,0.05,0.24,0.19,0.24,3ef0fa48
1433,Adam Marušić,me MNE,DF,Lazio,it Serie A,30-078,1992,15,14,1301,14.5,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,d4535821
1434,Omar Mascarell,es ESP,MF,Elche,es La Liga,29-335,1993,13,13,1104,12.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.00,0.01,0.02,0.00,0.02,11fd2b75
1435,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-001,1994,4,4,304,3.4,1,0,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,de0f152c
1436,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-000,1989,10,10,900,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,8fae77ea
1437,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,24-042,1998,12,7,724,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.04,0.04,0.00,0.04,a396fb61
1438,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-105,2002,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,6ea05ca7
