Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,-9999
428,Riccardo Calafiori,it ITA,DF,Genoa,it Serie A,19,2002,0.9,1,1.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,aded8e6f
429,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,19,2002,1.9,4,2.09,3,0,1,0,0,0,2,1.05,1,0,1,0,0,0,aded8e6f
430,Mattia Caldara,it ITA,DF,Venezia,it Serie A,27,1994,30.0,20,0.67,9,1,0,5,4,1,2,0.07,0,0,0,1,1,0,ac7e640b
431,Calderón,es ESP,DF,Betis,es La Liga,21,2000,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,da4e70e5
432,Fernando Calero,es ESP,DF,Espanyol,es La Liga,25,1995,12.1,7,0.58,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,41b3069f
433,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,24,1996,22.9,11,0.48,9,1,0,0,1,0,2,0.09,1,0,0,0,1,0,94f8d10c
434,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,27,1994,27.6,172,6.23,100,53,2,11,4,2,21,0.76,12,7,0,1,1,0,cd0fa27b
435,Daniel Caligiuri,it ITA,DFMF,Augsburg,de Bundesliga,33,1988,22.3,65,2.92,30,20,4,2,4,5,8,0.36,3,3,0,1,1,0,d1273f09
436,José Callejón,es ESP,FW,Fiorentina,it Serie A,34,1987,14.4,47,3.25,32,10,1,3,1,0,4,0.28,4,0,0,0,0,0,78841da9
437,Lucas Calodat,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7a72e960
438,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,24,1997,14.3,30,2.10,22,0,2,1,4,1,4,0.28,3,0,0,0,1,0,59e6e5bf
439,Mahdi Camara,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,23,1998,34.1,79,2.31,54,6,6,1,10,2,5,0.15,3,0,0,0,2,0,8577e60a
440,Mamadou Camara,fr FRA,FW,Troyes,fr Ligue 1,20,2001,0.4,1,2.25,1,0,0,0,0,0,1,2.25,1,0,0,0,0,0,316e70c7
441,Víctor Camarasa,es ESP,MFFW,Betis,es La Liga,27,1994,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,b2d03887
442,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,18,2002,13.7,34,2.48,30,0,0,0,2,2,2,0.15,2,0,0,0,0,0,7b9c2d84
443,Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,18,2002,1.6,4,2.52,3,0,0,0,1,0,1,0.63,1,0,0,0,0,0,7b9c2d84
444,Andrea Cambiaso,it ITA,DF,Genoa,it Serie A,21,2000,19.9,39,1.96,30,3,2,1,3,0,5,0.25,5,0,0,0,0,0,247ed022
445,José Campaña,es ESP,MF,Levante,es La Liga,28,1993,15.8,42,2.63,28,9,0,4,0,1,3,0.19,2,0,0,1,0,0,61220da2
446,Chem Campbell,wls WAL,MF,Wolves,eng Premier League,18,2002,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6f711f67
447,Emre Can,de GER,DFMF,Dortmund,de Bundesliga,27,1994,18.8,16,0.85,13,0,1,0,1,1,1,0.05,1,0,0,0,0,0,a65ce836
448,Sergio Canales,es ESP,FWMF,Betis,es La Liga,30,1991,31.0,133,4.29,115,7,5,5,1,0,13,0.42,11,0,2,0,0,0,a6de370d
449,Matteo Cancellieri,it ITA,MFDF,Hellas Verona,it Serie A,19,2002,2.5,7,2.79,5,1,1,0,0,0,0,0.00,0,0,0,0,0,0,b6a1cdf9
450,João Cancelo,pt POR,DF,Manchester City,eng Premier League,27,1994,35.9,126,3.51,98,1,8,16,2,1,18,0.50,13,1,1,3,0,0,bd6351cd
451,Fali Candé,gw GNB,DF,Metz,fr Ligue 1,23,1998,10.8,17,1.57,9,6,0,1,0,1,3,0.28,3,0,0,0,0,0,3cc4bb19
452,Antonio Candreva,it ITA,MFFW,Sampdoria,it Serie A,34,1987,34.7,140,4.04,84,37,7,7,5,0,16,0.46,10,4,0,1,1,0,356c9002
453,Sergi Canós,es ESP,DFFW,Brentford,eng Premier League,24,1997,23.1,37,1.60,29,3,3,2,0,0,5,0.22,3,1,0,1,0,0,1137759d
454,Álex Cantero,es ESP,FWMF,Levante,es La Liga,21,2000,6.8,18,2.65,14,0,1,3,0,0,4,0.59,4,0,0,0,0,0,4aa253fd
455,Todd Cantwell,eng ENG,FWMF,Norwich City,eng Premier League,23,1998,4.9,10,2.04,9,0,0,0,1,0,1,0.20,1,0,0,0,0,0,f63d8a4b
456,Ander Capa,es ESP,DF,Athletic Club,es La Liga,29,1992,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,37f1cf47
457,Pierrick Capelle,fr FRA,MFDF,Angers,fr Ligue 1,34,1987,13.3,32,2.41,17,6,3,5,1,0,5,0.38,0,0,2,2,1,0,79b2399c
458,Leonardo Capezzi,it ITA,MF,Salernitana,it Serie A,26,1995,1.9,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,07ea0ef2
459,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,33,1988,25.4,32,1.26,21,0,5,3,1,2,6,0.24,4,0,1,1,0,0,5acc4a10
460,Gianluca Caprari,it ITA,MFFW,Hellas Verona,it Serie A,28,1993,30.4,141,4.63,92,19,9,9,9,3,20,0.66,16,1,2,1,0,0,54e53b7e
461,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,33,1987,31.0,74,2.39,60,0,2,3,8,1,8,0.26,4,0,0,1,3,0,5bd72174
462,Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,33,1987,1.7,6,3.46,5,0,0,1,0,0,2,1.15,2,0,0,0,0,0,5bd72174
463,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,21,2000,25.9,63,2.43,53,5,3,1,1,0,5,0.19,5,0,0,0,0,0,f81ef10d
464,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,20,2001,24.6,20,0.81,19,0,0,1,0,0,2,0.08,2,0,0,0,0,0,f7e2af2c
465,Isaac Carcelen,es ESP,DFMF,Cádiz,es La Liga,28,1993,17.2,26,1.51,18,0,0,4,4,0,2,0.12,2,0,0,0,0,0,c4b888df
466,Cárdenas,es ESP,GK,Levante,es La Liga,24,1997,24.0,6,0.25,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,e1846dde
467,Irvin Cardona,fr FRA,FWMF,Brest,fr Ligue 1,23,1997,14.8,27,1.82,18,3,1,1,4,0,4,0.27,2,0,1,0,1,0,5e080f73
468,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,24,1996,17.5,31,1.77,25,1,1,2,1,1,2,0.11,2,0,0,0,0,0,e3e32fbb
469,Carlo,es ESP,MF,Villarreal,es La Liga,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8249ff06
470,Diego Carlos,br BRA,DF,Sevilla,es La Liga,28,1993,32.9,19,0.58,16,0,0,2,0,1,2,0.06,2,0,0,0,0,0,b4a014b1
471,Carmona,es ESP,DF,Sevilla,es La Liga,19,2002,0.3,1,3.75,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2dce876a
472,Yannick Carrasco,be BEL,FWMF,Atlético Madrid,es La Liga,27,1993,28.7,122,4.25,62,26,25,6,3,0,10,0.35,5,4,1,0,0,0,de39485a
473,Guido Carrillo,ar ARG,FW,Elche,es La Liga,30,1991,13.0,22,1.69,14,0,0,3,3,2,1,0.08,1,0,0,0,0,0,8f898ba8
474,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,29,1992,17.2,38,2.21,36,0,1,0,0,1,6,0.35,5,0,1,0,0,0,4958bfb2
475,William Carvalho,pt POR,MF,Betis,es La Liga,29,1992,20.1,59,2.92,51,0,4,2,0,2,7,0.35,3,0,2,1,0,1,dee86451
476,Nicolò Casale,it ITA,DF,Hellas Verona,it Serie A,23,1998,28.7,34,1.18,33,1,0,0,0,0,5,0.17,5,0,0,0,0,0,3f5f38fb
477,Casemiro,br BRA,MF,Real Madrid,es La Liga,29,1992,28.5,64,2.24,57,0,1,2,2,2,10,0.35,7,0,0,1,1,1,4d224fe8
478,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,23,1997,37.5,66,1.76,46,7,6,2,5,0,7,0.19,4,2,1,0,0,0,2389cdc2
479,Kiko Casilla,es ESP,GK,Elche,es La Liga,34,1986,14.0,6,0.43,2,4,0,0,0,0,0,0.00,0,0,0,0,0,0,58bc7d18
480,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,23,1998,8.9,25,2.80,13,8,1,1,2,0,3,0.34,1,0,1,0,1,0,f54d2149
481,Francesco Cassata,it ITA,MF,Genoa,it Serie A,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,96960855
482,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,25,1995,23.6,27,1.14,25,2,0,0,0,0,1,0.04,1,0,0,0,0,0,197640fd
483,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,1992,28.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,db401046
484,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,26,1995,27.9,17,0.61,12,0,0,3,1,1,1,0.04,0,0,0,1,0,0,e0f3a1f6
485,Samu Castillejo,es ESP,FWMF,Milan,it Serie A,26,1995,1.4,10,7.09,6,0,0,2,2,0,3,2.13,1,0,0,1,1,0,130a7a3f
486,Gonzalo Castro,de GER,MFFW,Arminia,de Bundesliga,34,1987,4.8,13,2.69,9,3,0,1,0,0,1,0.21,0,1,0,0,0,0,68829001
487,Jonny Castro,es ESP,DF,Wolves,eng Premier League,27,1994,11.4,27,2.37,22,0,1,0,2,2,0,0.00,0,0,0,0,0,0,e28868f3
488,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,24,1997,15.5,49,3.17,36,6,2,1,4,0,5,0.32,5,0,0,0,0,0,0728bebe
489,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,26,1994,19.0,39,2.06,25,14,0,0,0,0,3,0.16,2,1,0,0,0,0,ba3d3bea
490,Catena,es ESP,DF,Rayo Vallecano,es La Liga,26,1994,36.0,31,0.86,22,3,0,3,2,1,2,0.06,1,0,0,1,0,0,274ab13c
491,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,32,1989,26.6,6,0.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,89e4b358
492,Edinson Cavani,uy URU,FW,Manchester Utd,eng Premier League,34,1987,8.5,11,1.29,8,0,0,2,1,0,2,0.23,1,0,0,1,0,0,527f063d
493,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,24,1996,3.1,12,3.93,9,0,0,3,0,0,1,0.33,0,0,0,1,0,0,c0617e2b
494,Pietro Ceccaroni,it ITA,DF,Venezia,it Serie A,25,1995,34.7,17,0.49,12,0,0,5,0,0,1,0.03,0,0,0,1,0,0,4d1efb48
495,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,29,1992,26.2,24,0.92,22,0,0,1,1,0,2,0.08,2,0,0,0,0,0,d9624b51
496,Emil Ceide,no NOR,FWMF,Sassuolo,it Serie A,19,2001,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,98a84572
497,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,24,1997,30.0,52,1.74,45,1,1,2,2,1,8,0.27,6,0,0,1,1,0,31a62dc7
498,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,1996,17.6,27,1.53,19,1,2,1,3,1,4,0.23,4,0,0,0,0,0,3c6bbbab
499,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,1989,16.1,10,0.62,8,0,0,2,0,0,1,0.06,0,0,0,1,0,0,7d50454d
500,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,27,1994,20.0,33,1.65,23,1,0,3,5,1,7,0.35,4,0,0,2,1,0,5e1028e5
501,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17.0,,,,,,,,,,,,,,,,,f5dfc256
502,Damir Ceter,co COL,FW,Cagliari,it Serie A,23,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,eade5337
503,Julian Chabot,de GER,DF,Sampdoria,it Serie A,23,1998,5.4,2,0.37,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,ae7058f9
504,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,1998,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ae7058f9
505,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2180c761
506,Nassim Chadli,fr FRA,MFDF,Troyes,fr Ligue 1,20,2001,1.1,3,2.78,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,5c61496e
507,Kayky Chagas,br BRA,FW,Manchester City,eng Premier League,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,17734ea0
508,Mehdi Chahiri,ma MAR,DF,Strasbourg,fr Ligue 1,25,1996,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1787195f
509,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,1999,16.1,14,0.87,12,0,0,1,1,0,2,0.12,2,0,0,0,0,0,5515376c
510,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,dc6f5bdd
511,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,1995,9.2,11,1.19,10,0,0,1,0,0,1,0.11,1,0,0,0,0,0,dc6f5bdd
512,Dylan Chambost,fr FRA,MFFW,Troyes,fr Ligue 1,23,1997,8.4,21,2.50,16,3,0,2,0,0,1,0.12,0,1,0,0,0,0,dbde4959
513,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,1990,13.5,19,1.41,12,3,0,2,2,0,1,0.07,0,1,0,0,0,0,b3b7f5a6
514,Chapela,es ESP,MFFW,Cádiz,es La Liga,22,1999,4.4,5,1.13,4,0,0,0,1,0,1,0.23,1,0,0,0,0,0,9ed40a69
515,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,1994,29.8,19,0.64,15,1,0,3,0,0,2,0.07,2,0,0,0,0,0,16aa7d4c
516,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,30,1991,30.2,57,1.89,40,7,4,5,0,1,8,0.27,6,0,0,2,0,0,279ddf6a
517,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30,1991,2.4,5,2.05,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,279ddf6a
518,Justin Che,us USA,FWDF,Hoffenheim,de Bundesliga,17,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3c569f37
519,Chema,es ESP,MF,Getafe,es La Liga,29,1992,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7f203b54
520,Rayan Cherki,fr FRA,FWMF,Lyon,fr Ligue 1,17,2003,4.9,22,4.50,14,6,2,0,0,0,1,0.20,0,1,0,0,0,0,b34c63a5
521,Denis Cheryshev,ru RUS,MFFW,Valencia,es La Liga,30,1990,6.3,15,2.40,10,2,1,1,1,0,3,0.48,1,0,1,0,1,0,0ac94a23
522,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,240c8ab6
523,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,15.0,21,1.40,18,0,0,2,0,1,1,0.07,1,0,0,0,0,0,e85fb9b8
524,Federico Chiesa,it ITA,MFFW,Juventus,it Serie A,23,1997,9.6,41,4.28,21,3,8,6,3,0,7,0.73,2,0,3,1,1,0,b0f7e36c
525,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,6.0,18,2.99,10,7,0,1,0,0,1,0.17,0,1,0,0,0,0,d2424d1b
526,Chiquinho,pt POR,DFFW,Wolves,eng Premier League,21,2000,2.3,10,4.33,6,1,1,0,2,0,3,1.30,3,0,0,0,0,0,dc6c2f02
527,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,1989,25.6,8,0.31,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,c316607a
528,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,1997,29.3,61,2.08,59,0,1,0,0,1,4,0.14,4,0,0,0,0,0,68a26d51
529,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,32.6,37,1.13,31,1,1,0,2,2,5,0.15,3,0,1,0,1,0,7909ffa4
530,Hamza Choudhury,eng ENG,DFMF,Leicester City,eng Premier League,23,1997,3.2,3,0.95,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,7d2d3329
531,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,16.6,9,0.54,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,1cb49278
532,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,1996,22.8,28,1.23,25,0,0,1,1,1,1,0.04,1,0,0,0,0,0,e7b899b8
533,Carney Chukwuemeka,eng ENG,MFFW,Aston Villa,eng Premier League,17,2003,3.3,5,1.49,5,0,0,0,0,0,2,0.59,2,0,0,0,0,0,b2f9c73e
534,Samuel Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,22,1999,14.8,51,3.44,37,0,10,2,2,0,7,0.47,3,0,2,2,0,0,b8a642fc
535,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,2000,20.3,11,0.54,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,ec1a731e
536,Riccardo Ciervo,it ITA,MFDF,Sampdoria,it Serie A,19,2002,2.5,7,2.78,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,da77b60b
537,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,1989,16.2,5,0.31,4,1,0,0,0,0,2,0.12,2,0,0,0,0,0,04ac8285
538,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,1994,12.2,24,1.97,16,0,0,3,2,3,1,0.08,1,0,0,0,0,0,9a0408b6
539,Moustapha Cissé,gn GUI,FW,Atalanta,it Serie A,17,2003,0.4,1,2.37,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,ee3c4b3f
540,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e4ba67f2
541,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,1989,11.3,8,0.71,7,0,0,1,0,0,1,0.09,1,0,0,0,0,0,2b91cf8e
542,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,1998,2.3,12,5.17,8,4,0,0,0,0,3,1.29,2,1,0,0,0,0,741418c3
543,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,33.8,142,4.20,82,46,3,5,2,4,21,0.62,16,2,1,1,0,1,5219ab4a
544,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,1992,16.8,23,1.37,19,3,1,0,0,0,2,0.12,2,0,0,0,0,0,33a61a52
545,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,1989,18.0,36,2.00,22,10,0,1,3,0,3,0.17,2,1,0,0,0,0,6cdd8245
546,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,1991,15.0,12,0.80,10,2,0,0,0,0,2,0.13,2,0,0,0,0,0,0442183b
547,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,1993,37.3,8,0.21,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2928dca2
548,Marcus Coco,fr FRA,MFFW,Nantes,fr Ligue 1,25,1996,10.3,17,1.65,11,0,2,2,2,0,2,0.19,2,0,0,0,0,0,3010aefb
549,Coke,es ESP,DF,Levante,es La Liga,34,1987,1.3,3,2.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6d8f8441
550,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,1988,29.5,47,1.59,37,3,2,2,3,0,5,0.17,3,0,0,0,2,0,0420d84f
551,Álex Collado,es ESP,MFFW,Granada,es La Liga,22,1999,11.3,36,3.18,23,6,2,2,3,0,3,0.26,2,1,0,0,0,0,85dace26
552,Ebrima Colley,gm GAM,FWMF,Spezia,it Serie A,21,2000,4.4,12,2.74,6,1,2,2,1,0,0,0.00,0,0,0,0,0,0,bf356094
553,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,1992,30.5,10,0.33,7,0,0,1,1,1,1,0.03,0,0,0,1,0,0,8b95acda
554,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,2001,18.6,17,0.92,12,1,1,2,1,0,1,0.05,1,0,0,0,0,0,a8c19eb8
555,Kingsley Coman,fr FRA,FWDF,Bayern Munich,de Bundesliga,25,1996,15.1,53,3.51,42,2,3,4,2,0,5,0.33,5,0,0,0,0,0,042e8a49
556,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,1998,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,15937e17
557,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,24,1996,29.8,60,2.01,50,0,3,3,3,1,6,0.20,3,0,1,2,0,0,5ae499d0
558,Diego Conde,es ESP,GK,Getafe,es La Liga,22,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4eae5bc4
559,Aaron Connolly,ie IRL,FWMF,Brighton,eng Premier League,21,2000,1.7,2,1.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,27c01749
560,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,1987,36.9,8,0.22,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,8cabdc1e
561,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,1998,15.0,23,1.54,16,2,0,2,2,1,2,0.13,2,0,0,0,0,0,cfa49cc1
562,Andrea Conti,it ITA,DFMF,Sampdoria,it Serie A,27,1994,2.6,2,0.77,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,8fef5412
563,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8fef5412
564,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,1991,20.2,13,0.64,11,0,1,1,0,0,2,0.10,1,0,0,1,0,0,dc64b8b3
565,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8356931a
566,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2003,2.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,22ae86f9
567,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,1991,9.2,19,2.06,14,0,0,1,2,2,1,0.11,1,0,0,0,0,0,a6951bf8
568,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,14.7,27,1.83,15,7,0,2,3,0,4,0.27,2,1,0,0,1,0,0e7ccfc4
569,Sergio Córdova,ve VEN,FWMF,Augsburg,de Bundesliga,23,1997,3.6,4,1.10,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,229cd98a
570,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,1989,18.6,11,0.59,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,74e12f1e
571,Maxwel Cornet,ci CIV,FWMF,Burnley,eng Premier League,24,1996,19.6,34,1.73,22,3,1,3,5,0,7,0.36,2,1,1,1,2,0,beb391dd
572,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,1996,0.7,2,2.81,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,beb391dd
573,Jesús Corona,mx MEX,FWDF,Sevilla,es La Liga,28,1993,12.9,48,3.73,39,3,5,0,1,0,7,0.54,5,0,2,0,0,0,fb938d24
574,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,26,1995,20.6,67,3.25,47,3,8,4,4,1,11,0.53,8,0,0,2,0,1,01eb744d
575,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,1994,11.4,43,3.78,32,0,5,5,1,0,5,0.44,3,0,1,1,0,0,45b9b619
576,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,1999,15.7,22,1.40,18,1,1,0,1,1,1,0.06,1,0,0,0,0,0,c78b352d
577,Danny da Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,28,1993,8.1,10,1.24,8,0,1,0,1,0,0,0.00,0,0,0,0,0,0,5ddb8f9f
578,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,20,2001,16.3,70,4.30,61,1,3,3,0,2,10,0.61,8,0,1,1,0,0,59948ef7
579,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,1994,0.2,1,4.29,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,f13d02a6
580,Hélder Costa,ao ANG,MFFW,Valencia,es La Liga,27,1994,12.4,37,2.98,31,2,2,1,1,0,2,0.16,2,0,0,0,0,0,f13d02a6
581,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,1988,20.3,46,2.27,36,7,0,0,2,1,6,0.30,5,0,0,0,0,1,808d48f3
582,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,25.0,6,0.24,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2434f24a
583,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,1992,24.5,51,2.08,39,10,0,1,1,0,7,0.29,7,0,0,0,0,0,fdf3cb77
584,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,1991,9.4,15,1.59,13,0,1,1,0,0,0,0.00,0,0,0,0,0,0,9980269a
585,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,1996,25.9,43,1.66,32,0,2,3,6,0,1,0.04,1,0,0,0,0,0,85a44ecc
586,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,1999,9.0,25,2.79,19,1,2,1,2,0,2,0.22,0,0,1,1,0,0,c976160c
587,Tanguy Coulibaly,fr FRA,FWMF,Stuttgart,de Bundesliga,20,2001,12.0,27,2.25,15,0,4,0,6,2,1,0.08,1,0,0,0,0,0,05ba9d7c
588,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,36.0,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1840e36d
589,Philippe Coutinho,br BRA,MFFW,Aston Villa,eng Premier League,29,1992,14.8,62,4.19,47,4,3,6,2,0,8,0.54,6,0,1,1,0,0,0ef89a37
590,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,29,1992,5.6,16,2.87,11,1,1,1,1,1,3,0.54,2,0,0,0,1,0,0ef89a37
591,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,1999,30.8,31,1.01,20,2,3,0,4,2,5,0.16,3,1,1,0,0,0,8f325097
