Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
2263,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,33,1987,13.7,25,14,14,11,0,11,20,55.0,9,11,6,5,25,50,26,0,51e3954c
2264,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,25,1994,21.0,93,59,31,55,7,43,85,50.6,42,32,2,30,28,121,21,1,ed45c4a5
2265,Marten de Roon,nl NED,MF,Atalanta,it Serie A,29,1991,33.6,80,48,30,36,14,36,84,42.9,48,44,9,35,69,149,40,0,2a1beb34
2266,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,27,1993,13.7,24,12,14,8,2,11,20,55.0,9,10,1,9,19,43,28,0,13203c45
2267,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,7.2,7,3,1,4,2,3,8,37.5,5,6,0,6,5,12,4,0,3071a619
2268,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,18,2001,13.2,29,16,15,11,3,9,32,28.1,23,11,0,11,20,49,19,1,e58cbfd5
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,26,1994,12.2,13,8,7,6,0,6,9,66.7,3,17,14,3,8,21,39,1,4b3e1a38
2270,Rubén,es ESP,GK,Osasuna,es La Liga,36,1984,2.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,24279b8b
2271,Waldo Rubio,es ESP,FWMF,Valladolid,es La Liga,24,1995,4.2,6,4,2,2,2,1,14,7.1,13,6,0,6,3,9,3,0,ccaa5728
2272,John Ruddy,eng ENG,GK,Wolves,eng Premier League,33,1986,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,da8b19e2
2273,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,27,1993,19.0,31,23,16,14,1,12,15,80.0,3,17,10,7,18,49,51,0,18b896d6
2274,Sebastian Rudy,de GER,MFFW,Hoffenheim,de Bundesliga,30,1990,18.6,35,26,15,15,5,16,45,35.6,29,24,4,20,13,48,21,1,80f36c88
2275,Sebastian Rudy,de GER,DF,Schalke 04,de Bundesliga,30,1990,2.0,4,2,2,0,2,4,7,57.1,3,6,4,2,1,5,4,0,80f36c88
2276,Kevin Rüegg,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,2.3,1,0,1,0,0,0,0,,0,6,1,5,2,3,4,0,90573602
2277,Daniele Rugani,it ITA,DF,Cagliari,it Serie A,26,1994,11.1,24,11,10,12,2,10,20,50.0,10,15,10,5,15,39,46,0,14b8fcdf
2278,Daniele Rugani,it ITA,DF,Rennes,fr Ligue 1,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0,14b8fcdf
2279,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,18,2002,2.3,3,0,1,2,0,2,3,66.7,1,2,0,2,4,7,2,0,ae9898c5
2280,Mário Rui,pt POR,DF,Napoli,it Serie A,29,1991,18.5,24,13,17,6,1,17,33,51.5,16,17,4,13,28,52,29,1,0b5a292a
2281,Aitor Ruibal,es ESP,FWMF,Betis,es La Liga,24,1996,17.7,32,18,14,14,4,10,35,28.6,25,26,0,26,11,43,8,0,a55d8df5
2282,Isma Ruiz,es ESP,MF,Granada,es La Liga,19,2001,0.7,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,3,0,6e36226f
2283,Kays Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,17,2002,2.1,1,1,0,1,0,0,4,0.0,4,1,0,1,3,4,2,0,90a9cc01
2284,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,24,1996,28.5,58,31,26,21,11,25,70,35.7,45,33,3,30,36,94,32,1,c0c7ff58
2285,Víctor Ruiz,es ESP,DF,Betis,es La Liga,31,1989,24.0,11,7,7,4,0,4,13,30.8,9,17,13,4,44,55,85,0,b3dc6eca
2286,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,28,1992,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,625c144a
2287,Georginio Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,18,2002,0.5,2,2,0,1,1,1,3,33.3,2,2,0,2,0,2,0,0,c64c01fc
2288,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,18,2002,2.7,4,4,2,2,0,1,2,50.0,1,2,0,2,0,4,2,0,c64c01fc
2289,Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,4535e4bb
2290,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,4,0,4535e4bb
2291,Julian Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,22,1997,11.9,22,15,4,14,4,12,15,80.0,3,13,0,13,11,33,17,0,009a4f60
2292,Frederik Rønnow,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,10.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,1,a70b8345
2293,João Victor Santos Sá,br BRA,FW,Wolfsburg,de Bundesliga,26,1994,5.2,9,6,2,6,1,6,11,54.5,5,11,0,11,8,17,2,0,1a1033a1
2294,Roli Pereira de Sa,fr FRA,FWMF,Nantes,fr Ligue 1,23,1996,0.6,4,3,1,3,0,3,4,75.0,1,2,0,2,0,4,0,0,60f58477
2295,Idriss Saadi,dz ALG,MFFW,Strasbourg,fr Ligue 1,28,1992,1.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,17f29fb0
2296,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,32.3,47,33,24,17,6,27,45,60.0,18,31,8,23,49,96,57,2,fbbb9269
2297,Mathys Saban,fr FRA,FW,Saint-Étienne,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7d9f3d69
2298,Marcel Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,22.5,29,21,12,16,1,12,37,32.4,25,7,2,5,35,64,27,0,e280527c
2299,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,21,1999,22.4,43,26,20,18,5,19,60,31.7,41,29,1,28,25,68,6,0,ee251371
2300,Modibo Sagnan,fr FRA,DF,Real Sociedad,es La Liga,21,1999,6.9,12,7,6,6,0,4,6,66.7,2,7,2,5,6,18,25,1,76d679c7
2301,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,17.3,16,9,6,9,1,4,9,44.4,5,10,0,10,4,20,2,0,2b16cb1a
2302,Borja Sainz,es ESP,MFFW,Alavés,es La Liga,19,2001,5.0,7,3,3,2,2,4,16,25.0,12,4,0,4,6,13,1,0,1b40049a
2303,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,30,1990,26.7,35,24,23,12,0,19,33,57.6,14,28,13,15,52,87,115,1,9fbbcf39
2304,Bukayo Saka,eng ENG,FWMF,Arsenal,eng Premier League,18,2001,28.4,25,16,10,13,2,11,40,27.5,29,21,2,19,25,50,24,0,bc7dc64d
2305,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,30,1990,26.5,81,48,34,35,12,39,51,76.5,12,21,5,16,54,135,65,0,d63e2912
2306,Moïse Sakava,cm CMR,MF,Reims,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,329e7a13
2307,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,3.1,3,2,1,2,0,3,3,100.0,0,3,2,1,3,6,11,0,87935cf3
2308,Jacopo Sala,it ITA,DF,Spezia,it Serie A,28,1991,4.2,17,9,14,1,2,8,22,36.4,14,5,2,3,5,22,6,0,da5a981b
2309,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,34.2,18,9,4,4,10,7,16,43.8,9,10,0,10,1,19,10,1,e342ad68
2310,Eddie Salcedo,it ITA,MFFW,Hellas Verona,it Serie A,18,2001,8.4,6,2,3,2,1,3,3,100.0,0,6,0,6,6,12,6,0,0489bb30
2311,William Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20.0,15,9,8,5,2,5,6,83.3,1,17,16,1,26,41,80,2,972aeb2a
2312,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,3,74733221
2313,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,9.4,38,21,20,16,2,25,34,73.5,9,22,5,17,17,55,30,0,0b33f6ad
2314,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23,1997,18.5,18,14,7,9,2,5,13,38.5,8,11,1,10,11,29,8,0,bf075f6b
2315,Salvi,es ESP,MFFW,Cádiz,es La Liga,29,1991,21.5,18,10,14,3,1,8,26,30.8,18,14,1,13,20,38,24,0,405f267a
2316,Lazar Samardzic,de GER,MF,RB Leipzig,de Bundesliga,18,2002,2.2,10,7,4,6,0,5,13,38.5,8,6,0,6,2,12,1,0,217c93a1
2317,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,24,1996,28.5,71,41,22,42,7,33,90,36.7,57,41,12,29,78,149,50,0,08593525
2318,Mama Samba Baldé,gw GNB,FW,Dijon,fr Ligue 1,24,1995,24.0,23,9,4,13,6,9,22,40.9,13,16,1,15,4,27,26,0,fb14aa28
2319,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,23,1996,27.2,41,29,20,14,7,26,38,68.4,12,27,14,13,39,80,46,0,24eb7ed6
2320,Frédéric Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,34,1986,12.6,15,10,9,5,1,9,26,34.6,17,6,0,6,9,24,3,0,8802c1d5
2321,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,16.2,25,14,15,7,3,11,31,35.5,20,23,8,15,28,53,33,0,efecd633
2322,Antonio Sanabria,py PAR,FW,Torino,it Serie A,24,1996,10.9,8,3,0,4,4,2,9,22.2,7,5,0,5,5,13,8,0,0a447501
2323,Antonio Sanabria,py PAR,FW,Betis,es La Liga,24,1996,10.4,5,5,0,4,1,0,2,0.0,2,8,1,7,3,8,9,0,0a447501
2324,Oihan Sancet,es ESP,FWMF,Athletic Club,es La Liga,20,2000,11.5,8,2,3,4,1,2,7,28.6,5,4,0,4,5,13,7,0,bdb624a3
2325,Renato Sanches,pt POR,MF,Lille,fr Ligue 1,22,1997,14.1,13,7,4,8,1,5,25,20.0,20,13,2,11,13,26,8,0,032f894e
2326,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,31,1988,12.7,14,8,4,4,6,5,18,27.8,13,11,0,11,7,21,1,1,2c0f8e9e
2327,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,24,1996,16.5,40,20,31,9,0,21,32,65.6,11,18,13,5,14,54,85,2,da7b447d
2328,Germán Sánchez,es ESP,DF,Granada,es La Liga,33,1986,29.3,24,11,13,9,2,11,23,47.8,12,28,26,2,38,62,130,1,ea9b2ef9
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,23,1997,10.2,15,10,10,4,1,9,10,90.0,1,15,7,8,15,30,37,0,60359288
2330,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,19,2000,10.8,27,15,10,10,7,11,25,44.0,14,8,0,8,8,35,14,0,ffacd3d5
2331,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,19,2000,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,ffacd3d5
2332,Juan Sánchez Miño,ar ARG,DFMF,Elche,es La Liga,30,1990,5.5,8,5,5,3,0,6,14,42.9,8,4,0,4,4,12,7,0,3ae7e4ea
2333,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,22,1997,27.0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,11,2,6a713852
2334,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,20,2000,22.9,18,11,4,10,4,7,16,43.8,9,20,1,19,16,34,9,0,dbf053da
2335,Alex Sandro,br BRA,DF,Juventus,it Serie A,29,1991,20.6,37,23,19,13,5,13,25,52.0,12,20,4,16,31,68,57,0,0d82903c
2336,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,24,1996,20.1,18,10,2,10,6,13,30,43.3,17,23,1,22,9,27,8,1,2b114be3
2337,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,29,1990,11.9,17,9,9,7,1,13,23,56.5,10,25,13,12,25,42,66,0,791abba1
2338,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,34,1986,23.2,39,16,8,27,4,17,60,28.3,43,24,6,18,29,68,41,0,466824fb
2339,Mohamed Sankoh,nl NED,MF,Stuttgart,de Bundesliga,16,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,be625686
2340,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,18,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ff120e44
2341,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,25,1994,3.3,7,4,4,2,1,1,4,25.0,3,5,0,5,4,11,1,0,6e7f1353
2342,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,25,1994,9.2,21,12,6,12,3,9,28,32.1,19,12,0,12,9,30,5,0,6e7f1353
2343,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,28,1991,13.0,22,11,7,12,3,10,31,32.3,21,15,0,15,9,31,7,0,7eb97a8e
2344,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,25,1995,3.0,9,6,3,5,1,2,7,28.6,5,4,0,4,7,16,8,0,5e22e2a4
2345,Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,25,1995,24.5,51,38,19,24,8,20,54,37.0,34,36,7,29,52,103,34,1,5e22e2a4
2346,Federico Santander,py PAR,FW,Bologna,it Serie A,29,1991,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,df85d472
2347,Davide Santon,it ITA,DF,Roma,it Serie A,29,1991,6.5,4,3,2,2,0,3,7,42.9,4,10,1,9,4,8,12,0,88c89891
2348,Samir Santos,br BRA,DF,Udinese,it Serie A,25,1994,24.6,40,23,26,12,2,13,29,44.8,16,33,17,16,58,98,60,1,92b4758e
2349,Riccardo Saponara,it ITA,MF,Fiorentina,it Serie A,28,1991,0.6,2,1,0,2,0,1,3,33.3,2,0,0,0,1,3,0,0,3bb7af3b
2350,Riccardo Saponara,it ITA,FWMF,Spezia,it Serie A,28,1991,4.3,4,1,1,0,3,1,3,33.3,2,1,0,1,1,5,4,0,3bb7af3b
2351,Ivan Šaponjić,rs SRB,FW,Cádiz,es La Liga,22,1997,4.3,1,0,0,1,0,0,2,0.0,2,2,0,2,1,2,4,0,d2aea9ac
2352,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28,1992,14.7,15,11,6,6,3,10,38,26.3,28,9,1,8,5,20,8,0,9744ff80
2353,Josh Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,20,2000,27.8,32,19,13,13,6,13,27,48.1,14,39,4,35,17,49,36,0,a8d4428b
2354,Bouna Sarr,sn SEN,DF,Marseille,fr Ligue 1,28,1992,0.8,1,1,0,0,1,1,1,100.0,0,1,1,0,1,2,1,0,1a4b9094
2355,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,28,1992,5.0,9,8,4,3,2,3,6,50.0,3,7,0,7,10,19,7,1,1a4b9094
2356,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24,1996,5.1,10,6,4,6,0,2,5,40.0,3,1,1,0,7,17,4,0,a0b65401
2357,Marco Sau,it ITA,MFFW,Benevento,it Serie A,32,1987,8.7,6,2,0,6,0,1,16,6.3,15,7,0,7,5,11,3,0,1ad1f50d
2358,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,24.1,49,33,16,25,8,22,73,30.1,51,28,6,22,38,87,15,0,6bde367b
2359,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,40,25,32,7,1,21,34,61.8,13,33,19,14,42,82,110,0,f6ac68c1
2360,Romaine Sawyers,kn SKN,MF,West Brom,eng Premier League,28,1991,16.5,30,18,16,12,2,14,43,32.6,29,20,4,16,18,48,12,3,77bb1522
2361,Gianluca Scamacca,it ITA,FW,Genoa,it Serie A,21,1999,15.0,19,10,6,7,6,7,19,36.8,12,21,4,17,9,28,12,0,8790f988
2362,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,16,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21945a9e
2363,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,13,4,8,5,0,7,19,36.8,12,19,12,7,27,40,52,1,c8aa95da
2364,Aurélien Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22,1998,3.8,2,0,0,2,0,0,2,0.0,2,0,0,0,1,3,5,0,bc9479b9
2365,Nicolás Schiappacasse,uy URU,MF,Sassuolo,it Serie A,21,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,afe31d55
2366,Pasquale Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,37,22,25,12,0,19,47,40.4,28,19,5,14,32,69,29,2,bd84fc61
2367,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,7,2,0,5,2,1,4,25.0,3,5,2,3,3,10,20,0,5d4f7d61
2368,Sven Schipplock,de GER,FWMF,Arminia,de Bundesliga,31,1988,8.3,15,8,7,6,2,6,27,22.2,21,13,2,11,6,21,8,0,53eeaf6a
2369,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,66,40,20,38,8,22,68,32.4,46,50,6,44,54,120,38,0,8f056768
2370,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,31,10,16,15,0,10,23,43.5,13,26,18,8,36,67,89,2,f6bdc830
2371,Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,34,19,14,19,1,18,28,64.3,10,13,6,7,31,65,29,1,34e12499
2372,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,29,16,14,12,3,6,23,26.1,17,24,8,16,22,51,16,0,3312f911
2373,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,53af52f3
2374,Jonathan Schmid,fr FRA,MFDF,Freiburg,de Bundesliga,30,1990,26.6,37,19,17,13,7,16,30,53.3,14,26,10,16,28,65,38,0,088ca1bd
2375,Romano Schmid,at AUT,MFFW,Werder Bremen,de Bundesliga,20,2000,13.1,22,16,8,10,4,8,35,22.9,27,21,0,21,8,30,6,0,220ace7e
2376,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,14,7,6,7,1,7,13,53.8,6,8,2,6,6,20,7,0,ad00b1a8
2377,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,51,31,21,24,6,20,54,37.0,34,21,11,10,53,104,46,0,51b41c5c
2378,Alessandro Schöpf,at AUT,FWMF,Schalke 04,de Bundesliga,26,1994,10.5,11,9,3,7,1,1,6,16.7,5,15,1,14,6,17,6,0,106bca06
2379,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,50,25,23,25,2,16,37,43.2,21,36,13,23,79,129,37,6,2cfae697
2380,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,9,6,4,3,2,2,11,18.2,9,12,4,8,6,15,10,0,fa274d97
2381,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,6,0,0d55d942
2382,Christopher Scott,de GER,MFFW,Bayern Munich,de Bundesliga,18,2002,0.4,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,1,0,2723ce5d
2383,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,1.7,4,0,3,1,0,2,3,66.7,1,3,1,2,6,10,0,0,ea164f99
2384,Simone Scuffet,it ITA,GK,Udinese,it Serie A,24,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,41bd99ea
2385,Jacopo Segre,it ITA,MF,Torino,it Serie A,23,1997,2.1,5,2,2,1,2,2,5,40.0,3,0,0,0,0,5,1,0,3cb132e6
2386,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,9.0,3,2,1,1,1,0,6,0.0,6,3,2,1,1,4,7,0,1238a3f9
2387,Malik Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,0.7,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,0,0,c0f706f3
2388,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,834b5c4c
2389,Nélson Semedo,pt POR,DFMF,Wolves,eng Premier League,26,1993,33.1,85,48,53,23,9,42,72,58.3,30,30,10,20,41,126,78,2,d04b94db
2390,Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,9.8,22,12,7,10,5,12,26,46.2,14,19,4,15,11,33,5,0,1de40dae
2391,Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,6.7,9,6,3,5,1,4,11,36.4,7,6,1,5,7,16,1,0,b70bde8f
2392,Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,22.9,50,30,20,23,7,24,65,36.9,41,27,6,21,17,67,14,0,a62b4888
2393,Luigi Sepe,it ITA,GK,Parma,it Serie A,29,1991,36.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,13,2,343f753a
2394,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,21.7,55,35,18,33,4,17,52,32.7,35,29,4,25,23,78,21,0,b3325a30
2395,Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,7.9,17,9,3,12,2,4,15,26.7,11,8,2,6,12,29,7,0,10efd0e1
2396,Femi Seriki,eng ENG,MF,Sheffield Utd,eng Premier League,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,e4e0deaa
2397,Ryan Sessegnon,eng ENG,DFFW,Hoffenheim,de Bundesliga,20,2000,17.5,47,25,26,13,8,15,34,44.1,19,26,3,23,30,77,46,0,6aa3e78b
2398,Nils Seufert,de GER,MFFW,Arminia,de Bundesliga,23,1997,3.8,12,9,2,5,5,2,8,25.0,6,3,1,2,5,17,6,0,0da32a38
2399,Edgar Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3e8bb8ce
2400,Stephan El Shaarawy,it ITA,MFFW,Roma,it Serie A,27,1992,6.4,4,3,0,3,1,2,9,22.2,7,3,1,2,3,7,2,0,d3aaad90
2401,Jamie Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,20,1999,5.1,10,6,6,4,0,4,11,36.4,7,3,1,2,9,19,3,0,8d03ca5a
2402,Xherdan Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,28,1991,6.2,7,4,3,1,3,2,7,28.6,5,4,0,4,2,9,0,0,6421ec64
2403,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,8.2,5,1,0,3,2,2,9,22.2,7,2,0,2,0,5,2,0,e8c9f4e9
2404,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,44,28,21,16,7,21,36,58.3,15,34,9,25,20,64,44,2,9c94165b
2405,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,29.1,39,14,18,19,2,10,37,27.0,27,26,14,12,36,75,42,0,3727dd3c
2406,Eldor Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,18.6,28,14,7,13,8,9,37,24.3,28,17,2,15,6,34,11,0,57469b2d
2407,Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,00f0482f
2408,Mahame Siby,ml MLI,MF,Strasbourg,fr Ligue 1,24,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,6d075c67
2409,Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,a13028f6
2410,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,58,34,26,29,3,37,52,71.2,15,20,5,15,50,108,37,2,4c5b714f
2411,Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,9,3,6,3,0,4,9,44.4,5,6,4,2,16,25,28,0,b14d0c5d
2412,Kaj Sierhuis,nl NED,FWMF,Reims,fr Ligue 1,22,1998,7.2,7,2,1,2,4,2,9,22.2,7,2,1,1,2,9,5,0,9c2b1f11
2413,Tim Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,0.4,2,2,2,0,0,1,1,100.0,0,1,0,1,0,2,0,0,f761c901
2414,Gylfi Sigurðsson,is ISL,MFFW,Everton,eng Premier League,30,1989,25.0,30,20,9,14,7,13,44,29.5,31,31,2,29,34,64,21,1,76dd1480
2415,Luca Siligardi,it ITA,MFFW,Crotone,it Serie A,32,1988,0.5,4,2,0,3,1,1,5,20.0,4,0,0,0,0,4,0,0,1cac99dc
2416,Luca Siligardi,it ITA,FWMF,Parma,it Serie A,32,1988,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,1cac99dc
2417,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,31,1989,17.8,49,22,21,22,6,18,54,33.3,36,34,1,33,30,79,10,1,d6f88a1d
2418,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,24,1995,30.7,11,2,0,7,4,6,13,46.2,7,11,1,10,3,14,15,0,3effaa34
2419,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,25,1994,22.9,26,14,7,12,7,11,52,21.2,41,17,1,16,17,43,8,0,3eb22ec9
2420,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,26.3,50,34,25,20,5,31,51,60.8,20,20,3,17,16,66,37,0,30af8b93
2421,David Silva,es ESP,MF,Real Sociedad,es La Liga,34,1986,15.5,19,12,2,14,3,8,21,38.1,13,14,1,13,13,32,8,2,e2716bd0
2422,Fábio Silva,pt POR,FW,Wolves,eng Premier League,18,2002,15.2,6,4,1,4,1,4,12,33.3,8,12,1,11,4,10,5,1,e7aa9d7c
2423,Florent da Silva,fr FRA,FW,Lyon,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8db95f95
2424,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,3.9,7,6,7,0,0,1,2,50.0,1,4,1,3,6,13,8,0,4914ed4a
2425,Gastón Silva,uy URU,DF,Huesca,es La Liga,26,1994,6.7,16,12,11,5,0,8,14,57.1,6,10,4,6,11,27,16,0,47d493c3
2426,Rui Silva,pt POR,GK,Granada,es La Liga,26,1994,32.0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,14,0,ea83bfa6
2427,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,21.5,20,12,11,8,1,14,21,66.7,7,21,13,8,33,53,86,1,86e7deaf
