Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1996,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,e7986081
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,2,2,0,1,1,0,4,0.0,4,4,2,2,5,7,9,0,e7986081
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,1997,19.7,14,9,4,9,1,6,17,35.3,11,10,0,10,9,23,3,1,b19db005
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,12,9,8,4,0,5,13,38.5,8,16,9,7,21,33,40,0,e3cceee6
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,46,31,15,26,5,19,38,50.0,19,21,4,17,8,54,6,1,54b4dc4e
665,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,15,9,4,6,5,2,16,12.5,14,29,5,24,0,15,27,0,ed79b7d3
666,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,56,32,26,22,8,23,63,36.5,40,14,1,13,11,67,15,1,dc3fa3b5
667,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29.0,25,16,16,9,0,6,13,46.2,7,36,25,11,27,52,91,1,47af88b8
668,Leander Dendoncker,be BEL,MFDF,Wolves,eng Premier League,25,1995,27.8,54,29,29,22,3,31,60,51.7,29,38,15,23,27,81,52,2,5a7301ae
669,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,4,2,0,3,1,0,3,0.0,3,2,0,2,1,5,2,0,0d3585b5
670,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,13,7,6,5,2,1,6,16.7,5,6,0,6,0,13,0,1,2c44a35d
671,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1993,1.3,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,1,0,5832ebfe
672,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,1997,12.4,25,13,15,6,4,15,32,46.9,17,16,4,12,12,37,38,0,d97f2e8d
673,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,0.9,1,0,0,1,0,0,2,0.0,2,0,0,0,1,2,1,0,d97f2e8d
674,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,1997,2.1,3,2,0,1,2,1,2,50.0,1,4,0,4,3,6,2,0,d97f2e8d
675,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,e53ab10b
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,8,4,3,5,0,1,3,33.3,2,12,8,4,27,35,73,0,25f50295
677,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,28,1992,1.1,1,1,1,0,0,0,0,,0,2,1,1,2,3,8,0,2990c466
678,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,13c8e5f6
679,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,19,2000,21.2,31,16,23,6,2,18,32,56.3,14,25,4,21,10,41,24,1,5976f83e
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,6,3,0,3,3,2,9,22.2,7,11,0,11,4,10,8,0,d7d32194
681,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,26,1994,6.6,2,2,1,1,0,2,12,16.7,10,2,0,2,3,5,0,0,39583cfd
682,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,6,4,3,1,2,2,13,15.4,11,9,0,9,9,15,13,0,2e5e846d
683,Jacopo Dezi,it ITA,FWMF,Parma,it Serie A,28,1992,0.9,4,3,0,2,2,3,6,50.0,3,2,0,2,0,4,0,0,e921b9db
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,5.6,2,1,0,1,1,0,3,0.0,3,1,0,1,0,2,7,0,ef94dc2f
685,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,1988,5.3,2,2,1,0,1,1,3,33.3,2,2,0,2,0,2,5,0,ef94dc2f
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36.0,79,50,54,21,4,43,75,57.3,32,37,13,24,35,114,64,1,230a2fac
687,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,20.6,26,17,6,8,12,11,45,24.4,34,14,1,13,6,32,7,0,19cda00b
688,Alessandro Di Pardo,it ITA,FWDF,Juventus,it Serie A,21,1999,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,e0ce7038
689,Giuseppe Di Serio,it ITA,FWMF,Benevento,it Serie A,19,2001,3.2,2,2,1,1,0,0,4,0.0,4,5,0,5,0,2,4,0,5048486b
690,Boulaye Dia,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,32.6,23,12,3,11,9,4,22,18.2,18,19,5,14,12,35,37,1,244bc2c8
691,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,0.2,2,0,0,2,0,0,0,,0,2,0,2,0,2,0,0,23c5db70
692,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,26.5,10,6,4,5,1,6,20,30.0,14,11,0,11,12,22,5,0,aeed5c06
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,4,3,3,0,1,1,4,25.0,3,2,1,1,1,5,16,0,dda3969e
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,23.1,16,8,10,6,0,8,12,66.7,4,28,21,7,27,43,102,1,d2110326
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,16,11,9,5,2,8,13,61.5,5,15,8,7,25,41,36,0,fc62f087
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,1.8,3,3,1,2,0,0,0,,0,2,1,1,0,3,1,0,9dc96f10
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9dc96f10
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,25.8,11,6,3,6,2,7,18,38.9,11,12,2,10,13,24,12,0,6605d143
699,Habib Diallo,sn SEN,FWMF,Metz,fr Ligue 1,25,1995,1.6,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,5,0,6605d143
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,11.3,29,16,11,17,1,9,16,56.3,7,10,1,9,10,39,12,2,11ff3d56
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,4.9,14,9,2,9,3,4,8,50.0,4,4,0,4,3,17,3,0,11ff3d56
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,c3a847c7
703,Grady Diangana,eng ENG,MFFW,West Brom,eng Premier League,22,1998,13.7,35,19,19,9,7,19,43,44.2,24,16,2,14,16,51,9,0,f522d7ec
704,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,21,1998,2.2,0,0,0,0,0,0,7,0.0,7,6,1,5,4,4,1,0,29939a1d
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,31.6,24,13,13,8,3,4,16,25.0,12,31,23,8,35,59,92,0,31c69ef1
706,Krépin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,21,1999,4.3,4,3,1,1,2,1,3,33.3,2,5,1,4,4,8,1,0,8104e41e
707,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,1997,7.3,13,8,5,8,0,3,11,27.3,8,11,2,9,12,25,5,0,bf309d24
708,Brahim Díaz,es ESP,MFFW,Milan,it Serie A,20,1999,13.6,18,10,7,7,4,10,23,43.5,13,10,0,10,2,20,2,0,407feb71
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,9.2,21,10,13,6,2,10,19,52.6,9,14,8,6,16,37,39,0,3624ce4c
710,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,30,1990,10.8,16,6,2,9,5,7,12,58.3,5,10,0,10,3,19,8,0,d3096421
711,Bamba Dieng,sn SEN,FWDF,Marseille,fr Ligue 1,20,2000,1.4,5,3,3,2,0,2,4,50.0,2,2,0,2,0,5,0,0,40774c6b
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28.0,23,14,13,10,0,11,18,61.1,7,37,31,6,23,46,123,3,ac861941
713,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,5.2,5,4,5,0,0,3,5,60.0,2,10,6,4,13,18,21,0,3a35db3d
714,Lucas Digne,fr FRA,DFMF,Everton,eng Premier League,27,1993,29.8,63,38,40,16,7,29,54,53.7,25,42,4,38,31,94,87,0,1b84dbe1
715,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,16.5,21,14,15,5,1,12,21,57.1,9,17,2,15,17,38,35,0,0a3065c8
716,Javairô Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,22,1998,5.9,5,3,2,2,1,1,6,16.7,5,5,0,5,4,9,3,0,34a0f5ff
717,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,29.0,33,19,24,7,2,14,31,45.2,17,18,9,9,47,80,52,1,970b8574
718,Junior Dina Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,19,2000,23.8,38,25,14,19,5,15,45,33.3,30,17,1,16,14,52,9,0,95bb6ddc
719,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1991,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,92b56413
720,Eren Dinkçi,de GER,MFFW,Werder Bremen,de Bundesliga,18,2001,1.2,1,1,1,0,0,0,1,0.0,1,4,0,4,2,3,1,0,4ccd8957
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,12.6,10,7,8,1,1,5,14,35.7,9,19,15,4,33,43,53,1,6de23ab0
722,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,19.4,15,10,3,9,3,4,18,22.2,14,6,3,3,5,20,16,0,4be0b467
723,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,15.3,20,14,12,8,0,7,18,38.9,11,32,22,10,22,42,59,0,a712ca2b
724,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,1986,25.8,43,29,15,22,6,12,41,29.3,29,23,5,18,39,82,34,1,7329018e
725,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20,2000,22.5,49,34,17,25,7,18,53,34.0,35,25,1,24,31,80,15,0,19053e31
726,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9b5237b1
727,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1999,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,eedea60b
728,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7f622eef
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,22.3,29,20,17,12,0,20,35,57.1,15,18,11,7,26,55,66,1,ad82197c
730,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,9.7,22,13,14,5,3,15,23,65.2,8,10,4,6,9,31,23,0,b2336681
731,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,32.7,61,39,31,26,4,26,34,76.5,8,24,11,13,42,103,96,0,a4971d84
732,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,1998,13.8,52,27,27,17,8,28,63,44.4,35,24,2,22,10,62,14,0,254147d4
733,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,16.9,39,28,30,8,1,10,20,50.0,10,35,20,15,28,67,73,0,933d3b51
734,Alexander Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,25,1994,28.4,60,41,45,13,2,32,52,61.5,20,28,10,18,91,151,104,0,43e7a164
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,29.2,41,29,27,12,2,17,34,50.0,17,34,20,14,62,103,89,1,6eee05f1
736,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,1992,34.7,4,3,4,0,0,2,4,50.0,2,0,0,0,0,4,16,2,ac295d9e
737,Ritsu Doan,jp JPN,MFFW,Arminia,de Bundesliga,22,1998,30.8,53,31,22,19,12,19,52,36.5,33,42,1,41,31,84,11,0,d01bbb6f
738,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,1998,5.9,12,5,6,2,4,7,14,50.0,7,5,0,5,10,22,3,0,a1f3f5a0
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,13.8,29,15,15,10,4,13,33,39.4,20,20,5,15,23,52,46,0,d557d734
740,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,18,2002,25.7,44,25,9,24,11,11,26,42.3,15,18,1,17,11,55,1,0,fffea3e5
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,1997,21.4,6,2,1,3,2,2,11,18.2,9,11,2,9,6,12,19,1,cc83b74d
742,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,1993,5.0,7,2,6,0,1,4,8,50.0,4,3,0,3,5,12,2,0,ccb1c3af
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,1990,28.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,16,2,c9cb972b
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4.0,5,4,4,1,0,3,6,50.0,3,5,3,2,6,11,24,0,3521abfe
745,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,1998,13.9,48,28,26,17,5,15,37,40.5,22,26,7,19,24,72,20,0,20b3a502
746,John Donald,es ESP,DFMF,Elche,es La Liga,19,2000,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5e95c000
747,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,1991,0.7,1,1,1,0,0,0,0,,0,1,0,1,2,3,0,0,7d841904
748,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1996,1.1,4,1,2,0,2,1,1,100.0,0,0,0,0,0,4,0,0,0f26fd24
749,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,1999,37.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,23,2,08f5afaa
750,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,22.2,25,15,19,5,1,13,19,68.4,6,27,19,8,26,51,74,2,67ac5bb8
751,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,9.1,3,2,1,1,1,2,5,40.0,3,5,1,4,2,5,8,0,dc90cfbe
752,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,1993,27.1,52,32,25,19,8,14,43,32.6,29,24,7,17,39,91,31,1,02b29014
753,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,2000,29.2,87,47,40,42,5,32,65,49.2,33,20,4,16,52,139,26,1,ce4f40c7
754,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,2001,3.7,11,8,7,4,0,4,9,44.4,5,2,0,2,4,15,11,0,1bfe34dc
755,Mahamadou Doucouré,ml MLI,FWMF,Nîmes,fr Ligue 1,20,2000,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,9826ea33
756,Cheick Doukouré,ci CIV,MFFW,Levante,es La Liga,27,1992,1.1,5,4,2,1,2,3,4,75.0,1,2,0,2,3,8,0,0,e208bcc8
757,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,1998,8.7,15,8,6,7,2,5,13,38.5,8,6,3,3,7,22,9,0,685857dc
758,Moussa Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,10.0,10,6,4,4,2,4,22,18.2,18,5,1,4,10,20,4,0,6481421d
759,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,24.7,48,33,25,19,4,22,36,61.1,14,18,4,14,42,90,50,0,9daeac61
760,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,1991,12.6,11,7,5,5,1,9,13,69.2,4,17,5,12,13,24,33,0,6fd8a334
761,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,1997,35.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,13,1,085e71a7
762,Denis Drăguș,ro ROU,FWMF,Crotone,it Serie A,21,1999,2.0,3,1,0,0,3,0,4,0.0,4,4,0,4,1,4,0,0,0e490f6e
763,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,620922ed
764,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,1.9,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,7,0,309937e7
765,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,11.8,13,6,5,6,2,5,20,25.0,15,4,0,4,14,27,0,0,1a992676
766,Dominick Drexler,de GER,MFFW,Köln,de Bundesliga,30,1990,13.7,36,26,15,18,3,12,30,40.0,18,5,1,4,14,50,15,0,809940aa
767,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,fbf83734
768,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,26.3,32,20,18,12,2,14,21,66.7,7,29,20,9,29,61,86,0,93090f69
769,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,0.2,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,73ddc40c
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,22.9,22,13,17,5,0,10,18,55.6,8,23,15,8,36,58,97,1,aa0ac32d
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,28.3,55,30,28,21,6,23,52,44.2,29,44,6,38,66,121,72,0,1fe0492d
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,38,26,19,16,3,18,36,50.0,18,27,9,18,31,69,69,2,ff0ab48c
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,3a949a25
774,Ondrej Duda,sk SVK,FWMF,Köln,de Bundesliga,25,1994,28.2,36,14,13,18,5,8,39,20.5,31,28,2,26,19,55,20,0,79ca3e23
775,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,0.7,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,0,0,c261b5dd
776,Haris Duljević,ba BIH,MFFW,Nîmes,fr Ligue 1,26,1993,8.6,15,9,4,7,4,6,22,27.3,16,3,0,3,8,23,1,0,9b6556d2
777,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,16,7,11,5,0,13,21,61.9,8,12,7,5,16,32,74,0,3fe6bd8c
778,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1993,1.8,3,0,1,1,1,0,2,0.0,2,2,0,2,2,5,0,0,528492ea
779,Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27,1993,11.9,18,10,8,9,1,4,21,19.0,17,8,0,8,16,34,8,1,528492ea
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,30,15,20,8,2,16,23,69.6,7,29,20,9,32,62,106,0,282f75f3
781,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3.0,3,3,2,1,0,1,2,50.0,1,3,2,1,6,9,16,1,1fdfd6da
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,17,13,7,9,1,8,21,38.1,13,19,5,14,29,46,26,0,cf623c78
783,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,37e103f8
784,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,22.5,38,21,24,14,0,15,32,46.9,17,24,16,8,30,68,70,0,0cbc8baa
785,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,12.6,14,8,3,4,7,2,14,14.3,12,15,0,15,1,15,1,0,e0921a4f
786,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,1986,20.3,8,6,2,3,3,3,9,33.3,6,9,4,5,1,9,11,0,3bb7f478
787,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,0.6,2,1,1,0,1,0,3,0.0,3,1,0,1,0,2,0,0,9d5ab351
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,2.9,5,3,5,0,0,3,4,75.0,1,1,1,0,2,7,13,0,9ba7b4fa
789,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38.0,52,38,46,6,0,29,40,72.5,11,50,33,17,57,109,165,3,72a0fb65
790,Simone Edera,it ITA,DFMF,Torino,it Serie A,23,1997,0.6,3,1,2,1,0,3,4,75.0,1,0,0,0,1,4,1,0,8697c095
791,Ederson,br BRA,GK,Manchester City,eng Premier League,26,1993,36.0,3,1,3,0,0,3,4,75.0,1,0,0,0,0,3,11,4,3bb7b8b4
792,Kyle Edwards,eng ENG,MFFW,West Brom,eng Premier League,22,1998,1.3,3,2,1,1,1,0,0,,0,2,0,2,1,4,0,0,1566e437
793,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,41,21,29,12,0,22,39,56.4,17,43,31,12,41,82,131,0,debe38a0
794,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22,1998,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,d571df78
795,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,32.7,57,42,22,29,6,21,46,45.7,25,30,5,25,43,100,36,0,beb882a8
796,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2f7fec15
797,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,32,19,22,9,1,10,17,58.8,7,19,5,14,18,50,42,0,76b2817e
798,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,25.5,56,29,21,32,3,23,65,35.4,42,31,12,19,49,105,35,0,f503ea63
799,Hugo Ekitike,fr FRA,FWMF,Reims,fr Ligue 1,18,2002,1.0,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,5b92d896
800,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,1.7,4,2,3,1,0,4,5,80.0,1,1,1,0,1,5,1,0,2fba6108
801,Niclas Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,24,1995,20.0,28,14,9,12,7,11,24,45.8,13,20,1,19,23,51,16,0,0033fb1b
802,Elif Elmas,mk MKD,MFFW,Napoli,it Serie A,20,1999,8.2,15,4,3,6,6,7,12,58.3,5,11,1,10,2,17,10,0,cf007308
803,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,17,13,12,4,1,9,14,64.3,5,6,3,3,17,34,26,0,615ef733
804,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,17.2,14,6,7,7,0,7,28,25.0,21,11,4,7,24,38,20,2,47a34c4f
805,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,30,16,21,7,2,18,22,81.8,4,12,5,7,15,45,63,0,f7dc2ae5
806,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,49,35,36,12,1,25,37,67.6,12,38,22,16,65,114,123,0,48035304
807,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,5.2,5,2,3,2,0,3,4,75.0,1,2,1,1,7,12,23,1,fd47b4f2
808,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,17,2003,6.2,4,3,2,1,1,1,6,16.7,5,4,0,4,2,6,5,0,0d7b6576
809,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,23,1997,16.0,15,10,1,13,1,0,6,0.0,6,16,1,15,8,23,8,0,0b4f388a
810,Emerson,br BRA,DF,Betis,es La Liga,21,1999,33.2,91,52,62,25,4,43,78,55.1,35,33,6,27,61,152,102,2,df8b52a5
811,Renaud Emond,be BEL,FWMF,Nantes,fr Ligue 1,28,1991,3.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,5c9ac7f0
812,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,2.4,1,0,1,0,0,0,1,0.0,1,1,1,0,6,7,7,1,825b8997
813,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,25.7,17,11,2,9,6,4,21,19.0,17,15,0,15,8,25,23,0,04e17fd5
814,Keita Endo,jp JPN,MFFW,Union Berlin,de Bundesliga,22,1997,5.1,8,3,1,5,2,3,9,33.3,6,5,2,3,6,14,4,0,1a83027b
815,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,32.8,65,44,25,34,6,29,71,40.8,42,53,14,39,51,116,59,0,c149016b
816,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,1990,15.6,21,15,6,7,8,9,22,40.9,13,11,0,11,6,27,5,0,bb4b1242
817,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,15.4,12,6,6,4,2,7,20,35.0,13,16,1,15,9,21,13,1,980522ec
818,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,20.0,23,14,16,6,1,11,20,55.0,9,22,16,6,41,64,71,2,0fee6bda
819,Patrick Erras,de GER,FWMF,Werder Bremen,de Bundesliga,25,1995,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,e3f6253d
820,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,8.1,26,13,11,14,1,8,28,28.6,20,10,3,7,19,45,13,0,3f79a1c8
821,Aarón Escandell,es ESP,GK,Granada,es La Liga,24,1995,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,6,0,67669ce7
822,Dani Escriche,es ESP,FWMF,Huesca,es La Liga,22,1998,9.5,9,7,5,2,2,3,10,30.0,7,11,0,11,8,17,5,0,5a36f180
823,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,6.3,12,8,6,5,1,6,12,50.0,6,5,2,3,9,21,7,0,b0616e3d
824,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,28.9,92,48,63,28,1,43,85,50.6,42,30,5,25,41,133,74,0,db001fa9
825,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,2.6,7,4,5,2,0,4,6,66.7,2,4,2,2,8,15,1,0,ced26057
826,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,1995,19.6,13,5,4,6,3,5,32,15.6,27,23,5,18,20,33,22,1,cec60a2f
827,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,13.0,37,17,23,12,2,14,23,60.9,9,10,2,8,35,72,14,2,d38fdf53
