Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,-9999
1451,Christopher Lenz,de GER,DFFW,Union Berlin,de Bundesliga,25,1994,25.0,48,1.92,37,5,2,1,1,2,4,0.16,4,0,0,0,0,0,bbd86530
1452,Pedro León,es ESP,MFFW,Eibar,es La Liga,33,1986,10.4,31,2.98,15,10,3,1,2,0,2,0.19,1,1,0,0,0,0,d66b9872
1453,Sergio León,es ESP,FW,Levante,es La Liga,31,1989,8.3,15,1.80,11,0,1,1,1,1,2,0.24,2,0,0,0,0,0,0a0cc13c
1454,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,27,1993,12.9,22,1.71,20,1,1,0,0,0,3,0.23,2,0,1,0,0,0,1b82f8df
1455,Mehdi Léris,dz ALG,DFMF,Sampdoria,it Serie A,22,1998,4.3,15,3.48,13,1,1,0,0,0,1,0.23,1,0,0,0,0,0,7d3cbc67
1456,Khanya Leshabela,za RSA,MF,Leicester City,eng Premier League,20,1999,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,383e68b1
1457,Karlo Letica,hr CRO,GK,Sampdoria,it Serie A,23,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4a6914ff
1458,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,30,1990,17.4,39,2.24,29,5,2,1,1,1,2,0.11,2,0,0,0,0,0,3dd45b70
1459,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,31,1988,27.3,83,3.04,57,1,4,14,6,1,17,0.62,12,0,2,1,2,0,8d78e732
1460,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,22,1998,20.4,29,1.42,25,3,0,0,1,0,2,0.10,2,0,0,0,0,0,efb9215a
1461,Aaron Leya Iseka,be BEL,FW,Metz,fr Ligue 1,22,1997,11.2,21,1.87,14,0,3,0,4,0,1,0.09,0,0,1,0,0,0,29ef0f49
1462,Yanis Lhery,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2003,0.3,1,3.00,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,cc972842
1463,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,32,1988,20.3,76,3.75,37,33,2,1,2,1,10,0.49,5,4,0,1,0,0,f7691f63
1464,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,1996,33.3,17,0.51,16,1,0,0,0,0,0,0.00,0,0,0,0,0,0,302527b2
1465,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,20,1999,24.7,26,1.05,20,0,1,4,1,0,5,0.20,4,0,0,1,0,0,d6e53a3a
1466,Isaac Lihadji,fr FRA,MFFW,Lille,fr Ligue 1,18,2002,2.2,12,5.51,8,2,1,0,0,1,2,0.92,2,0,0,0,0,0,57a46f3f
1467,Dimitris Limnios,gr GRE,MFFW,Köln,de Bundesliga,22,1998,4.2,9,2.14,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,62c7067a
1468,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,26,1994,28.7,15,0.52,15,0,0,0,0,0,4,0.14,4,0,0,0,0,0,f5deef4c
1469,Karol Linetty,pl POL,MF,Torino,it Serie A,25,1995,20.4,42,2.06,33,0,6,1,2,0,1,0.05,0,0,0,1,0,0,d023d70f
1470,Jesse Lingard,eng ENG,MFFW,West Ham,eng Premier League,27,1992,15.8,63,3.99,46,5,2,5,5,0,12,0.76,6,2,1,2,1,0,810e3c74
1471,Pol Lirola,es ESP,DFFW,Fiorentina,it Serie A,22,1997,5.5,14,2.51,11,1,1,0,1,0,3,0.54,2,0,0,0,1,0,ff800ed8
1472,Pol Lirola,es ESP,DFFW,Marseille,fr Ligue 1,22,1997,17.3,38,2.20,29,1,4,0,3,1,3,0.17,3,0,0,0,0,0,ff800ed8
1473,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,30,1989,13.8,9,0.65,8,0,0,1,0,0,1,0.07,1,0,0,0,0,0,b98570d1
1474,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,26,1993,13.4,7,0.52,6,0,0,1,0,0,1,0.07,1,0,0,0,0,0,bba30585
1475,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,bba30585
1476,Fernando Llorente,es ESP,FW,Udinese,it Serie A,35,1985,7.9,15,1.89,11,0,0,2,1,1,1,0.13,0,0,0,1,0,0,82dbf623
1477,Fernando Llorente,es ESP,FWMF,Napoli,it Serie A,35,1985,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,82dbf623
1478,Marcos Llorente,es ESP,MFFW,Atlético Madrid,es La Liga,25,1995,32.8,90,2.74,70,0,9,4,4,3,18,0.55,14,0,3,0,0,1,02c15616
1479,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,33,1986,38.0,2,0.05,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0,8f62b6ee
1480,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,24,1996,10.5,32,3.05,23,3,0,1,4,1,4,0.38,4,0,0,0,0,0,d7553721
1481,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,25,1994,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e1cbb531
1482,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,22,1998,32.0,104,3.25,86,4,4,4,4,2,13,0.41,10,1,0,0,1,1,a8a874f1
1483,Renan Lodi,br BRA,DFFW,Atlético Madrid,es La Liga,22,1998,12.5,28,2.23,17,5,2,1,2,1,5,0.40,5,0,0,0,0,0,ed9f7cfe
1484,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e97fd090
1485,Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,eng Premier League,24,1996,21.2,61,2.88,36,0,8,4,10,3,0,0.00,0,0,0,0,0,0,e97fd090
1486,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9321b8ed
1487,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5a4280b1
1488,Shane Long,ie IRL,FW,Southampton,eng Premier League,33,1987,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9f472354
1489,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,2000,4.2,5,1.19,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,c0027d2d
1490,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,22,1997,15.7,29,1.85,17,7,1,1,3,0,3,0.19,1,1,0,0,1,0,a2b105e0
1491,Ademola Lookman,ng NGA,FWMF,Fulham,eng Premier League,22,1997,30.5,127,4.16,82,24,6,9,6,0,9,0.29,5,2,1,1,0,0,7c104bb7
1492,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,29,1990,38.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f00de885
1493,Rony Lopes,pt POR,FWMF,Nice,fr Ligue 1,24,1995,19.8,66,3.33,32,23,5,5,0,1,5,0.25,4,0,1,0,0,0,7c2965bb
1494,Adrián López,es ESP,FWMF,Osasuna,es La Liga,32,1988,5.3,16,3.00,11,0,2,2,1,0,2,0.37,2,0,0,0,0,0,88a359d4
1495,Javi López,es ESP,DFMF,Alavés,es La Liga,18,2002,2.8,6,2.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e9ada8cf
1496,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,22,1997,20.7,56,2.71,47,5,3,0,0,1,2,0.10,0,0,2,0,0,0,20094685
1497,Maxime Lopez,fr FRA,FWMF,Marseille,fr Ligue 1,22,1997,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,20094685
1498,Pedro López Muñoz,es ESP,DF,Huesca,es La Liga,36,1983,11.9,23,1.94,22,1,0,0,0,0,2,0.17,1,1,0,0,0,0,a60823a4
1499,Pau López,es ESP,GK,Roma,it Serie A,25,1994,20.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,20b9f052
1500,Roberto López,es ESP,MFFW,Real Sociedad,es La Liga,20,2000,5.6,20,3.55,11,4,1,4,0,0,1,0.18,0,1,0,0,0,0,2a8c9f98
1501,Unai López,es ESP,MF,Athletic Club,es La Liga,24,1995,15.8,50,3.16,33,11,1,3,1,1,1,0.06,1,0,0,0,0,0,88050721
1502,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,18,2002,2.8,6,2.11,6,0,0,0,0,0,1,0.35,1,0,0,0,0,0,64c14d49
1503,Jordan Lotomba,ch SUI,DFMF,Nice,fr Ligue 1,21,1998,23.6,32,1.36,27,2,1,1,1,0,9,0.38,7,0,0,1,1,0,fc4cf6a7
1504,Adrien Louveau,fr FRA,MF,Lens,fr Ligue 1,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,85847c67
1505,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,21,1999,26.4,61,2.31,35,14,0,5,5,2,4,0.15,2,1,0,1,0,0,e1df6989
1506,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,9,0.58,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0,5fa57166
1507,Max Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,8,1.31,4,0,2,1,1,0,0,0.00,0,0,0,0,0,0,7af88b33
1508,Eduard Löwen,de GER,MFDF,Hertha BSC,de Bundesliga,23,1997,0.9,1,1.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,70678132
1509,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,62,1.82,50,6,2,1,1,2,4,0.12,4,0,0,0,0,0,9a9c05db
1510,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,27,1993,16.9,42,2.48,21,0,7,5,7,2,5,0.30,3,0,0,2,0,0,38699c72
1511,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,25,1995,21.8,87,3.98,57,0,6,6,15,3,10,0.46,5,0,1,1,2,1,a69e4806
1512,Jan Luca Schuler,de GER,FW,Schalke 04,de Bundesliga,21,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6ca598d5
1513,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,22,1998,1.9,11,5.76,6,0,3,2,0,0,1,0.52,1,0,0,0,0,0,a99138af
1514,Jean Lucas,br BRA,MFFW,Brest,fr Ligue 1,22,1998,11.2,24,2.14,16,0,2,4,2,0,4,0.36,2,0,0,2,0,0,a99138af
1515,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,27,1.51,16,3,0,1,7,0,2,0.11,1,1,0,0,0,0,5569bf9a
1516,Jeison Lucumí,co COL,MF,Elche,es La Liga,25,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8abefbcf
1517,Kilian Ludewig,de GER,DFFW,Schalke 04,de Bundesliga,20,2000,5.8,10,1.73,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9b1b7d78
1518,Florentino Luís,pt POR,MF,Monaco,fr Ligue 1,20,1999,2.7,4,1.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,881cd6be
1519,José Luis Gayà,es ESP,DF,Valencia,es La Liga,25,1995,31.6,63,1.99,56,3,1,1,1,1,11,0.35,10,1,0,0,0,0,b05e2dbd
1520,José Luis Morales,es ESP,MFFW,Levante,es La Liga,33,1987,27.1,73,2.69,47,10,7,4,3,2,11,0.41,8,0,3,0,0,0,4a478107
1521,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,30,1990,27.0,16,0.59,15,0,0,0,0,1,3,0.11,3,0,0,0,0,0,921f6058
1522,Luisinho,pt POR,DF,Huesca,es La Liga,35,1985,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,a7f00c8c
1523,Luismi,es ESP,MFDF,Elche,es La Liga,28,1992,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,c2cfbfc9
1524,David Luiz,br BRA,DF,Arsenal,eng Premier League,33,1987,15.5,14,0.90,10,0,1,2,1,0,0,0.00,0,0,0,0,0,0,c0e27d1a
1525,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,22,1998,30.9,52,1.68,47,3,0,1,1,0,7,0.23,6,1,0,0,0,0,6f7d826d
1526,Romelu Lukaku,be BEL,FW,Inter,it Serie A,27,1993,32.0,129,4.03,92,0,19,13,5,0,28,0.87,18,0,5,5,0,0,5eae500a
1527,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,22,1997,20.6,47,2.28,38,2,5,2,0,0,7,0.34,7,0,0,0,0,0,0c61c77c
1528,Saša Lukić,rs SRB,MF,Torino,it Serie A,23,1996,23.4,60,2.56,46,2,3,1,8,0,2,0.09,1,0,0,0,1,0,c6e8cf1f
1529,Senad Lulić,ba BIH,DF,Lazio,it Serie A,34,1986,8.0,10,1.25,7,0,3,0,0,0,0,0.00,0,0,0,0,0,0,7fd58fe3
1530,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26,1994,22.6,50,2.21,41,5,1,1,2,0,5,0.22,4,1,0,0,0,0,0df2b165
1531,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,11,0.53,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0,997fff07
1532,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,33,1987,30.8,3,0.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,7fe12375
1533,Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,17,0.78,16,0,0,1,0,0,2,0.09,2,0,0,0,0,0,b5bf1770
1534,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,1993,26.9,33,1.23,21,9,0,3,0,0,2,0.07,2,0,0,0,0,0,5efc5389
1535,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,d4133fa1
1536,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,21,1998,12.4,34,2.74,29,0,2,2,1,0,2,0.16,2,0,0,0,0,0,83d074ff
1537,Darwin Machís,ve VEN,FWMF,Granada,es La Liga,27,1993,22.5,64,2.84,32,9,7,8,7,1,10,0.44,4,1,2,2,1,0,ed6ea4d9
1538,Tim Maciejewski,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,bfd522a6
1539,Luca Mack,de GER,MF,Stuttgart,de Bundesliga,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,81868f73
1540,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1998,6.0,4,0.67,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0,0bb6e193
1541,James Maddison,eng ENG,MF,Leicester City,eng Premier League,23,1996,23.3,113,4.85,63,22,7,7,12,2,10,0.43,8,0,0,0,2,0,ee38d9c5
1542,Mikail Maden,no NOR,FW,Schalke 04,de Bundesliga,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fc0f3ef3
1543,Pablo Maffeo,es ESP,DF,Huesca,es La Liga,23,1997,21.8,54,2.47,34,4,9,1,4,2,7,0.32,6,0,0,0,0,1,5db04597
1544,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26,1993,24.2,20,0.82,16,1,0,2,1,0,3,0.12,3,0,0,0,0,0,01a49bd2
1545,Christian Maggio,it ITA,DF,Benevento,it Serie A,38,1982,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,31d7f557
1546,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,22,1998,24.6,35,1.42,25,0,1,4,3,2,4,0.16,3,0,0,1,0,0,957e4c87
1547,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,1984,4.9,8,1.64,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,07767f42
1548,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24,1995,16.8,5,0.30,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,cce9f582
1549,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,1998,6.7,13,1.94,12,0,1,0,0,0,0,0.00,0,0,0,0,0,0,d4d35152
1550,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,1993,33.9,38,1.12,30,0,0,6,0,2,7,0.21,5,0,0,1,0,1,d8931174
1551,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,20,2000,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ab99e4a0
1552,Hicham Mahou,fr FRA,FW,Nice,fr Ligue 1,21,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f329ec76
1553,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,29,1991,21.7,91,4.20,63,9,5,8,3,3,17,0.79,11,1,3,2,0,0,892d5bb1
1554,Arne Maier,de GER,MF,Arminia,de Bundesliga,21,1999,11.5,28,2.44,20,5,1,2,0,0,3,0.26,2,0,1,0,0,0,ab700320
1555,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,21,1999,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ab700320
1556,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,24,1996,29.9,73,2.44,60,0,3,3,6,1,10,0.33,7,0,1,1,1,0,e768de1f
1557,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,25,1995,38.0,5,0.13,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0,fcb38f57
1558,Ainsley Maitland-Niles,eng ENG,MFDF,Arsenal,eng Premier League,22,1997,5.4,11,2.02,6,1,2,0,1,1,2,0.37,0,0,0,0,1,1,e3a5814e
1559,Ainsley Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,22,1997,13.7,22,1.61,19,0,1,0,2,0,2,0.15,1,0,0,0,1,0,e3a5814e
1560,Josh Maja,ng NGA,FW,Fulham,eng Premier League,21,1998,9.0,19,2.11,14,0,3,2,0,0,0,0.00,0,0,0,0,0,0,bc0bfc64
1561,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,21,1998,8.9,15,1.68,13,0,0,1,1,0,0,0.00,0,0,0,0,0,0,bc0bfc64
1562,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,20,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,20de219a
1563,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,28,1991,6.1,8,1.31,1,0,0,3,4,0,0,0.00,0,0,0,0,0,0,46907171
1564,Marco Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19,2001,1.4,6,4.29,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,a27ecdc2
1565,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,6,1.04,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0,22bfb57e
1566,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,37,1.22,33,1,1,1,0,1,1,0.03,0,0,0,1,0,0,00b28772
1567,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,11,0.82,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,16b9d5cf
1568,Filip Malbašić,rs SRB,FWMF,Cádiz,es La Liga,27,1992,9.6,10,1.05,7,0,2,0,0,1,2,0.21,1,0,1,0,0,0,04981123
1569,Kévin Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,1991,2.3,5,2.17,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0,d6a889ea
1570,Kévin Malcuit,ma MAR,FWMF,Napoli,it Serie A,29,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,d6a889ea
1571,Daniel Maldini,it ITA,FWDF,Milan,it Serie A,18,2001,0.3,2,6.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,801831fe
1572,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,27,1993,20.8,133,6.38,91,24,7,4,7,0,19,0.91,17,2,0,0,0,0,48d5bd33
1573,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,2,3.16,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f3722c97
1574,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,42,1.45,34,2,2,2,2,0,3,0.10,1,1,0,0,1,0,cb574619
1575,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26.0,31,1.19,26,0,0,2,1,2,1,0.04,0,0,0,0,0,1,bbc19252
1576,Dennis Man,ro ROU,FWMF,Parma,it Serie A,21,1998,7.8,20,2.58,14,0,4,0,2,0,4,0.52,3,0,1,0,0,0,2079b3cc
1577,Hianga Mananga Mbock,fr FRA,MFFW,Brest,fr Ligue 1,20,1999,5.1,6,1.18,3,0,2,1,0,0,0,0.00,0,0,0,0,0,0,0f86995c
1578,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,36,1.40,30,5,0,0,1,0,4,0.16,3,1,0,0,0,0,c26a3918
1579,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,29,0.92,25,0,0,3,0,1,5,0.16,5,0,0,0,0,0,5aa53281
1580,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37.0,4,0.11,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,1d2d5cc8
1581,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,44,1.82,39,1,2,0,0,2,5,0.21,5,0,0,0,0,0,c20bdcd7
1582,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,9,0.34,8,0,0,1,0,0,2,0.08,1,0,0,1,0,0,fbd6378b
1583,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0,c7259b83
1584,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,43,2.54,32,5,0,3,3,0,5,0.30,2,1,0,2,0,0,c7259b83
1585,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,1986,2.4,4,1.70,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,afa0d4e0
1586,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,141,4.52,95,1,15,9,18,3,16,0.51,9,0,0,3,2,2,c691bfe2
1587,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e4b39692
1588,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,1,0.28,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,f520049f
1589,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,59,2.52,49,0,3,2,3,2,6,0.26,4,0,0,0,1,1,a572e291
1590,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,81,2.71,59,18,1,2,0,1,9,0.30,7,2,0,0,0,0,c801616a
1591,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,c4173f1a
1592,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,22,0.86,14,0,1,2,2,3,2,0.08,0,0,0,1,1,0,c707411f
1593,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,11,1.20,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,758dd7f0
1594,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,5,1.53,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0,36d7971a
1595,Myziane Maolida,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12.0,35,2.92,25,0,5,2,2,1,4,0.33,2,0,0,1,1,0,706a60e1
1596,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13.0,24,1.84,18,0,0,4,0,2,2,0.15,1,0,0,1,0,0,e54a9890
1597,Sekou Mara,fr FRA,FWMF,Bordeaux,fr Ligue 1,18,2002,2.5,4,1.57,1,1,0,2,0,0,1,0.39,1,0,0,0,0,0,3544641e
1598,Maranhão,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,21,1.61,12,0,3,3,3,0,3,0.23,2,0,0,0,1,0,ae86d473
1599,Fernando Marçal,br BRA,DFMF,Wolves,eng Premier League,31,1989,6.9,8,1.15,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9ae9eaea
1600,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,5,5.77,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9ae9eaea
1601,Marcelo,br BRA,DFMF,Real Madrid,es La Liga,32,1988,11.7,43,3.69,33,2,5,3,0,0,3,0.26,3,0,0,0,0,0,603116a7
1602,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,34,1.05,30,0,0,2,1,1,0,0.00,0,0,0,0,0,0,e3d0b0c4
1603,Solly March,eng ENG,DFMF,Brighton,eng Premier League,26,1994,18.6,58,3.12,44,8,1,2,2,1,3,0.16,3,0,0,0,0,0,bb5fbd2b
1604,Federico Marchetti,it ITA,GK,Genoa,it Serie A,37,1983,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f794b426
1605,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,28,1.61,17,11,0,0,0,0,3,0.17,2,1,0,0,0,0,91d0fabf
1606,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,37,1.10,29,1,0,4,2,1,6,0.18,5,0,0,0,1,0,8650af85
1607,Iván Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,25,0.85,24,0,0,0,1,0,1,0.03,1,0,0,0,0,0,b14f755d
1608,Óscar de Marcos,es ESP,DFMF,Athletic Club,es La Liga,31,1989,16.9,29,1.72,26,3,0,0,0,0,5,0.30,5,0,0,0,0,0,9f323c71
1609,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5d93ccee
1610,José Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,14,0.87,11,1,1,0,0,1,1,0.06,1,0,0,0,0,0,6f4c734d
1611,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26,1993,10.0,3,0.30,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,aa54ec6f
1612,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,8,0.41,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,f0da930c
1613,Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,9,1.58,4,0,1,4,0,0,1,0.18,1,0,0,0,0,0,5c4dc0ff
