Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,-9999
554,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,34,1984,33.9,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,75751c99
555,Mickaël Cuisance,fr FRA,MF,M'Gladbach,de Bundesliga,18,1999,3.1,12,3.87,10,0,2,0,0,0,2,0.65,2,0,0,0,0,0,5722eced
556,Matheus Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,19,1999,9.5,33,3.48,19,0,8,2,4,0,4,0.42,0,0,2,0,2,0,dc62b55d
557,Greg Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7.0,9,1.29,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,dc10b26c
558,Patrick Cutrone,it ITA,FW,Milan,it Serie A,20,1998,16.2,30,1.85,28,0,1,1,0,0,2,0.12,2,0,0,0,0,0,a4fe8cda
559,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,1995,26.2,109,4.16,56,42,0,4,6,1,6,0.23,4,2,0,0,0,0,3e092724
560,Marco D'Alessandro,it ITA,DF,Udinese,it Serie A,27,1991,16.6,46,2.77,31,2,6,2,2,3,3,0.18,3,0,0,0,0,0,060606ec
561,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,29,1988,28.7,72,2.51,60,5,2,1,3,1,14,0.49,10,1,1,0,2,0,44eb9093
562,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,30,1988,31.9,20,0.63,20,0,0,0,0,0,3,0.09,3,0,0,0,0,0,1ec7e1c5
563,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,21,1997,8.7,3,0.35,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3067cbef
564,Abdoulaye Dabo,fr FRA,FW,Nantes,fr Ligue 1,17,2001,1.3,5,3.88,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,797f6070
565,Bryan Dabo,bf BFA,MFDF,Fiorentina,it Serie A,26,1992,9.2,25,2.71,21,0,0,3,1,0,2,0.22,2,0,0,0,0,0,c53083ad
566,Christoph Daferner,de GER,FW,Freiburg,de Bundesliga,20,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e5be34dd
567,Colin Dagba,fr FRA,DFMF,Paris S-G,fr Ligue 1,19,1998,10.2,21,2.06,18,2,0,0,0,1,3,0.29,3,0,0,0,0,0,29c02c9f
568,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,19,2.45,17,0,1,0,1,0,3,0.39,3,0,0,0,0,0,db4ed67b
569,Leon Dajaku,de GER,DFMF,Stuttgart,de Bundesliga,17,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,aeaf1bc1
570,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,34,1984,26.2,26,0.99,21,2,0,2,1,0,3,0.11,2,0,0,1,0,0,8cea6319
571,Nicola Dalmonte,it ITA,FWMF,Genoa,it Serie A,20,1997,0.5,6,12.27,0,3,0,2,1,0,0,0.00,0,0,0,0,0,0,59a3efba
572,Diogo Dalot,pt POR,DFFW,Manchester Utd,eng Premier League,19,1999,11.3,29,2.58,21,2,3,3,0,0,2,0.18,2,0,0,0,0,0,d9565625
573,Matty Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,03e48abb
574,Vitalie Damașcan,md MDA,MF,Torino,it Serie A,19,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,54e0c0cc
575,Loïc Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,2,7.83,1,0,0,1,0,0,1,3.91,0,0,0,1,0,0,074d8166
576,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,34,1.93,31,2,0,1,0,0,0,0.00,0,0,0,0,0,0,9d107085
577,Danilo,br BRA,DF,Manchester City,eng Premier League,27,1991,9.0,16,1.78,13,0,0,2,1,0,2,0.22,1,0,0,1,0,0,94b2001f
578,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,5,0.68,2,0,0,3,0,0,1,0.14,0,0,0,1,0,0,52105203
579,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,6,0.43,3,1,0,2,0,0,3,0.22,1,0,0,2,0,0,6e33125f
580,Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,21,0.59,17,0,0,3,0,1,1,0.03,1,0,0,0,0,0,fd2bc67d
581,Palkó Dárdai,hu HUN,FWMF,Hertha BSC,de Bundesliga,19,1999,1.3,4,3.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,db7161ed
582,Sergi Darder,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,86,2.86,61,9,5,7,3,1,4,0.13,2,1,0,1,0,0,070a3904
583,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,12,2.87,12,0,0,0,0,0,1,0.24,1,0,0,0,0,0,3eb0f2df
584,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,96e0490d
585,Alphonso Davies,ca CAN,MFFW,Bayern Munich,de Bundesliga,17,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,d781d855
586,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,25,1993,20.5,37,1.81,26,4,0,3,1,3,3,0.15,2,0,0,0,0,1,44781702
587,Tom Davies,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,12,1.10,10,0,1,0,1,0,1,0.09,1,0,0,0,0,0,9228b07c
588,Steven Davis,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,8,7.35,8,0,0,0,0,0,1,0.92,1,0,0,0,0,0,cf15bbb1
589,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,75,6.92,52,12,6,2,3,0,6,0.55,4,1,0,0,1,0,e46012d4
590,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,8,0.61,6,0,0,0,1,1,0,0.00,0,0,0,0,0,0,952a03fe
591,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,5,0.92,3,1,0,1,0,0,1,0.18,1,0,0,0,0,0,952a03fe
592,Rodrigo De Paul,ar ARG,MFFW,Udinese,it Serie A,24,1994,35.4,184,5.19,124,37,12,6,5,0,14,0.40,8,4,1,1,0,0,162efffd
593,Daniele De Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,38,2.70,36,0,0,0,1,1,5,0.35,4,0,0,0,1,0,532d2690
594,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,38,1.96,31,0,1,2,3,1,3,0.15,2,0,0,0,1,0,ae4e2852
595,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,30,1988,26.8,60,2.24,52,5,0,3,0,0,8,0.30,6,2,0,0,0,0,e74f0e59
596,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,22,1.67,22,0,0,0,0,0,3,0.23,3,0,0,0,0,0,44f8c299
597,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,44,2.04,34,5,1,2,2,0,3,0.14,2,1,0,0,0,0,92232aad
598,Troy Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,76,2.69,60,0,1,8,6,1,7,0.25,6,0,0,1,0,0,82e34b69
599,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,35,1982,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f1e8372d
600,Steven Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5.0,6,1.20,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,73489527
601,Grégoire Defrel,mq MTQ,FWMF,Sampdoria,it Serie A,27,1991,26.0,82,3.15,64,1,4,5,6,2,10,0.38,7,0,2,0,1,0,854ee61a
602,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5.0,9,1.80,7,0,0,2,0,0,1,0.20,1,0,0,0,0,0,7f267d66
603,Alessandro Deiola,it ITA,MFFW,Parma,it Serie A,22,1995,6.1,6,0.99,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,7f267d66
604,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,22,1996,14.9,53,3.55,34,5,6,5,3,0,6,0.40,4,1,0,1,0,0,0be95d34
605,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,42,1.66,33,0,2,3,1,3,10,0.39,7,0,0,3,0,0,fe641c1a
606,Moisés Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3.0,9,3.00,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,248c409d
607,Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,6,0.52,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,b0243215
608,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,4,3.27,2,0,1,1,0,0,1,0.82,1,0,0,0,0,0,b0243215
609,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,114,3.29,76,9,17,6,5,1,9,0.26,9,0,0,0,0,0,d33c706e
610,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,14,1.74,14,0,0,0,0,0,2,0.25,2,0,0,0,0,0,111c3236
611,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,7,1.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f7ee69fb
612,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,64,2.86,41,0,6,8,9,0,8,0.36,5,0,1,1,1,0,e7986081
613,Ousmane Dembélé,fr FRA,FWMF,Barcelona,es La Liga,21,1997,18.5,81,4.39,60,10,7,2,2,0,12,0.65,8,3,1,0,0,0,b19db005
614,Jessy Deminguet,fr FRA,MF,Caen,fr Ligue 1,20,1998,14.1,21,1.49,16,1,2,1,1,0,3,0.21,3,0,0,0,0,0,a6138e4a
615,Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14.0,7,0.50,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,e3cceee6
616,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,143,6.38,81,38,10,7,2,5,12,0.54,7,3,1,1,0,0,54b4dc4e
617,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,65,2.85,54,6,0,1,4,0,4,0.18,3,0,0,1,0,0,dc3fa3b5
618,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,16,0.52,13,0,0,3,0,0,1,0.03,1,0,0,0,0,0,47af88b8
619,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,27,1.66,22,0,1,3,1,0,1,0.06,1,0,0,0,0,0,5a7301ae
620,Fabio Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,57,2.08,47,5,0,3,2,0,4,0.15,4,0,0,0,0,0,d97f2e8d
621,Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,1988,11.9,21,1.77,18,0,0,1,2,0,1,0.08,1,0,0,0,0,0,aa5859cb
622,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,16,3.27,12,0,0,4,0,0,3,0.61,1,0,0,2,0,0,e53ab10b
623,Kiril Despodov,bg BUL,FWMF,Cagliari,it Serie A,21,1996,1.2,1,0.86,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,13c8e5f6
624,Daniele Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,5,1.28,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,02b2937c
625,Mattia Destro,it ITA,FW,Bologna,it Serie A,27,1991,5.5,7,1.28,4,0,0,3,0,0,2,0.37,1,0,0,1,0,0,d7d32194
626,Gerard Deulofeu,es ESP,FWMF,Watford,eng Premier League,24,1994,23.0,87,3.79,64,3,16,1,1,2,17,0.74,7,2,8,0,0,0,39583cfd
627,Jacopo Dezi,it ITA,MF,Parma,it Serie A,26,1992,1.0,1,1.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,e921b9db
628,Federico Di Francesco,it ITA,FWMF,Sassuolo,it Serie A,24,1994,11.9,28,2.35,25,0,0,0,3,0,6,0.50,5,0,0,0,1,0,1fca9171
629,Antonio Di Gaudio,it ITA,FW,Parma,it Serie A,28,1989,7.8,9,1.16,5,0,1,1,2,0,1,0.13,0,0,0,0,1,0,434b8c73
630,Giovanni Di Lorenzo,it ITA,DFFW,Empoli,it Serie A,24,1993,37.0,82,2.22,66,5,6,3,2,0,12,0.32,9,0,2,1,0,0,230a2fac
631,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,30,1988,25.8,104,4.03,70,15,9,6,4,0,26,1.01,15,4,4,2,1,0,19cda00b
632,Franco Di Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1989,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,549c6ba7
633,Franco Di Santo,ar ARG,MFFW,Schalke 04,de Bundesliga,29,1989,2.7,5,1.84,3,0,0,0,1,1,1,0.37,1,0,0,0,0,0,549c6ba7
634,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,21,1996,8.3,24,2.89,11,0,8,2,3,0,3,0.36,0,0,1,1,1,0,244bc2c8
635,Fousseni Diabaté,ml MLI,FW,Leicester City,eng Premier League,22,1995,0.6,2,3.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,d07e3b41
636,Moussa Diaby,fr FRA,MFDF,Paris S-G,fr Ligue 1,19,1999,12.7,34,2.68,27,1,6,0,0,0,10,0.79,8,0,2,0,0,0,aeed5c06
637,Adama Diakhaby,fr FRA,FWMF,Huddersfield,eng Premier League,22,1996,6.1,15,2.45,9,0,2,2,1,1,1,0.16,0,0,0,1,0,0,65585e3a
638,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21,1996,17.6,11,0.63,8,0,0,3,0,0,1,0.06,1,0,0,0,0,0,d2110326
639,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,7.0,5,0.71,4,1,0,0,0,0,1,0.14,0,1,0,0,0,0,1bfb6fef
640,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,1996,26.4,21,0.79,17,0,0,3,1,0,2,0.08,1,0,0,1,0,0,fc62f087
641,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,5.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,26383ea5
642,Mustapha Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,5.1,2,0.40,2,0,0,0,0,0,1,0.20,1,0,0,0,0,0,6c6ecdd4
643,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,31,1987,24.1,33,1.37,20,0,4,3,5,1,0,0.00,0,0,0,0,0,0,b7d082af
644,Grady Diangana,eng ENG,MFFW,West Ham,eng Premier League,20,1998,6.8,28,4.14,20,2,3,1,2,0,1,0.15,1,0,0,0,0,0,f522d7ec
645,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1985,1.8,3,1.70,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,79584585
646,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,7.3,23,3.13,18,0,2,1,0,2,3,0.41,3,0,0,0,0,0,bf309d24
647,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,18,1999,4.2,21,5.03,11,0,7,0,3,0,3,0.72,1,0,2,0,0,0,407feb71
648,Javier Díaz,es ESP,GK,Sevilla,es La Liga,21,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,17a1299d
649,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,21,0.64,18,1,2,0,0,0,1,0.03,1,0,0,0,0,0,247accfd
650,Lorenzo Dickmann,it ITA,DFMF,SPAL,it Serie A,21,1996,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,12851227
651,Daniel Didavi,de GER,FWMF,Stuttgart,de Bundesliga,28,1990,10.6,62,5.84,37,13,3,2,6,1,4,0.38,3,0,1,0,0,0,d3096421
652,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,45,1.92,32,7,0,0,5,1,3,0.13,3,0,0,0,0,0,d2aa8ac0
653,Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,4,0.48,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,70438d35
654,Eric Dier,eng ENG,MFDF,Tottenham,eng Premier League,24,1994,16.7,22,1.31,19,0,0,0,2,1,2,0.12,2,0,0,0,0,0,ac861941
655,Tim Dierßen,de GER,MF,Hannover 96,de Bundesliga,22,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,96f8ab0c
656,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,111,3.37,63,40,2,4,0,2,9,0.27,6,2,0,1,0,0,1b84dbe1
657,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,25,1993,22.5,42,1.87,30,7,1,0,3,1,2,0.09,1,0,0,0,1,0,0a3065c8
658,Javairô Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,20,1998,10.0,35,3.51,23,0,5,2,4,1,5,0.50,4,0,0,1,0,0,34a0f5ff
659,Federico Dimarco,it ITA,DFMF,Parma,it Serie A,20,1997,9.9,18,1.82,10,4,2,1,1,0,2,0.20,0,0,1,0,1,0,970b8574
660,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fc70e345
661,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,48,3.21,44,0,0,0,1,3,6,0.40,6,0,0,0,0,0,92b56413
662,Ismaël Diomandé,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,14.4,16,1.11,16,0,0,0,0,0,1,0.07,1,0,0,0,0,0,10650926
663,Federico Dionisi,it ITA,FWMF,Frosinone,it Serie A,31,1987,2.3,9,3.97,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,a74d2999
664,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,17.7,39,2.21,28,0,1,2,8,0,4,0.23,3,0,1,0,0,0,4be0b467
665,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33.0,7,0.21,5,0,2,0,0,0,2,0.06,2,0,0,0,0,0,a712ca2b
666,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,60,2.30,50,0,3,2,5,0,1,0.04,0,0,0,1,0,0,7329018e
667,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,8.2,20,2.43,12,1,3,2,2,0,0,0.00,0,0,0,0,0,0,19053e31
668,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,14,1.41,10,1,2,1,0,0,1,0.10,1,0,0,0,0,0,7f622eef
669,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,2,0.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7f622eef
670,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ad82197c
671,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,22,0.67,14,2,3,0,2,1,4,0.12,1,0,1,0,2,0,a4971d84
672,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,8,0.52,7,0,1,0,0,0,2,0.13,2,0,0,0,0,0,933d3b51
673,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,933d3b51
674,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,30.6,22,0.72,18,0,0,1,1,2,2,0.07,2,0,0,0,0,0,43e7a164
675,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29,1988,1.9,3,1.54,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,083525e5
676,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,16,0.80,13,0,0,2,0,1,6,0.30,4,0,0,2,0,0,6eee05f1
677,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,b8673e18
678,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24.0,3,0.12,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,ac295d9e
679,Matt Doherty,ie IRL,DFMF,Wolves,eng Premier League,26,1992,34.9,95,2.72,70,6,3,8,6,2,10,0.29,7,0,1,0,2,0,d557d734
680,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1.0,4,4.09,1,3,0,0,0,0,1,1.02,0,1,0,0,0,0,ccb1c3af
681,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,c9cb972b
682,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,20,2.88,15,3,0,0,1,1,2,0.29,1,1,0,0,0,0,22051fbe
683,Ji Dong-won,kr KOR,MFFW,Augsburg,de Bundesliga,27,1991,9.9,33,3.33,23,0,2,2,4,2,4,0.40,2,0,0,1,0,1,7d841904
684,Anastasios Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,10.7,21,1.97,14,0,4,2,0,1,3,0.28,2,0,1,0,0,0,0f26fd24
685,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,34.3,8,0.23,6,2,0,0,0,0,1,0.03,1,0,0,0,0,0,08f5afaa
686,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,1.7,2,1.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,384dd218
687,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,0.9,1,1.15,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,c1bcb2df
688,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,11.8,13,1.10,10,1,0,1,1,0,0,0.00,0,0,0,0,0,0,67ac5bb8
689,Mathieu Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,27.4,96,3.50,64,19,8,0,5,0,5,0.18,3,1,1,0,0,0,6421dd73
690,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,25,1993,34.0,83,2.44,72,2,4,5,0,0,9,0.26,5,1,1,2,0,0,02b29014
691,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,1992,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e208bcc8
692,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,17.8,61,3.43,39,0,9,1,12,0,8,0.45,4,0,2,0,2,0,6481421d
693,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,6.0,4,0.67,1,0,0,2,1,0,2,0.33,1,0,0,1,0,0,c49afee6
694,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,3,0.45,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9daeac61
695,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,9,0.61,7,0,0,1,1,0,1,0.07,1,0,0,0,0,0,6fd8a334
696,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,085e71a7
697,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,085e71a7
698,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,22.7,92,4.05,70,9,7,5,1,0,15,0.66,14,1,0,0,0,0,1a992676
699,Luke Dreher,eng ENG,FW,Crystal Palace,eng Premier League,19,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,d1c509d9
700,Josip Drmić,ch SUI,FW,M'Gladbach,de Bundesliga,25,1992,2.5,4,1.62,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0,15ea94de
701,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e4a30d8c
702,Óscar Duarte,cr CRC,DFMF,Espanyol,es La Liga,29,1989,7.3,6,0.82,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,aa0ac32d
703,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,30.8,56,1.82,39,3,0,6,8,0,3,0.10,2,0,0,1,0,0,1fe0492d
704,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,22.7,55,2.42,41,3,2,5,3,1,7,0.31,7,0,0,0,0,0,ff0ab48c
705,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,29,1989,38.0,5,0.13,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0,3a949a25
706,Marvin Ducksch,de GER,FW,Düsseldorf,de Bundesliga,24,1994,9.1,37,4.05,28,2,0,5,0,2,3,0.33,3,0,0,0,0,0,638a4d71
707,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,23,1994,28.5,93,3.27,59,14,5,10,4,1,12,0.42,7,1,0,2,1,1,79ca3e23
708,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,34.3,23,0.67,18,1,0,2,2,0,3,0.09,2,0,0,0,1,0,7314bba4
709,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5ef608f7
710,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,1991,22.1,26,1.18,21,3,0,2,0,0,1,0.05,1,0,0,0,0,0,3fe6bd8c
711,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,20.5,63,3.07,56,0,4,3,0,0,8,0.39,6,0,1,1,0,0,528492ea
712,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,35.0,21,0.60,20,0,0,0,1,0,2,0.06,2,0,0,0,0,0,282f75f3
713,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,10.4,2,0.19,0,2,0,0,0,0,1,0.10,0,1,0,0,0,0,0e12089d
714,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,22.8,37,1.62,30,1,3,1,1,1,2,0.09,2,0,0,0,0,0,cf623c78
715,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,29,1989,21.1,85,4.02,49,19,10,4,3,0,5,0.24,2,1,0,1,1,0,f09a8b75
716,Riza Durmisi,dk DEN,DF,Lazio,it Serie A,24,1994,3.6,16,4.42,14,0,0,0,0,2,2,0.55,2,0,0,0,0,0,e5cd9da6
